lr_id,source,target,18321_a,24774_d,54023_b,56784_c,comparability,n_ir_tested,n_aih_tested,n_ir_notNA,n_aih_notNA,irHep_mean,AIH_mean,irHep_min,irHep_max,AIH_min,AIH_max,log2FC,is_strict_eligible,coherent_strict_irHep,coherent_strict_AIH,coherent_strict,enriched_strict,enriched_presence
CCL2-CCR2,Cholangiocyte,Stellate cell,,,2.27681330334254e-05,1.20442699319183e-05,aih_only,0,2,0,2,,1.74062014826718e-05,,,1.20442699319183e-05,2.27681330334254e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Vascular endothelial cell,,,2.71350410675118e-05,1.555559589074e-05,aih_only,0,2,0,2,,2.13453184791259e-05,,,1.555559589074e-05,2.71350410675118e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,CD4+ T cell,,,2.40430945065797e-06,3.18731949907904e-06,aih_only,0,2,0,2,,2.7958144748685e-06,,,2.40430945065797e-06,3.18731949907904e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,CD8+ T cell 1,,,3.20937016289045e-06,3.05982178101882e-06,aih_only,0,2,0,2,,3.13459597195464e-06,,,3.05982178101882e-06,3.20937016289045e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,CD8+ T cell 2,,,3.50833293264773e-06,1.86345595988654e-06,aih_only,0,2,0,2,,2.68589444626713e-06,,,1.86345595988654e-06,3.50833293264773e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,CD8+ T cell 3,,,4.38179704905555e-06,3.85715028568446e-06,aih_only,0,2,0,2,,4.11947366737e-06,,,3.85715028568446e-06,4.38179704905555e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,Cholangiocyte,,,8.0612109238384e-07,1.61952549824554e-06,aih_only,0,2,0,2,,1.21282329531469e-06,,,8.0612109238384e-07,1.61952549824554e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,Hepatocyte 1,,,1.99681242078259e-06,1.33389346486487e-06,aih_only,0,2,0,2,,1.66535294282373e-06,,,1.33389346486487e-06,1.99681242078259e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,Hepatocyte 2,,,1.47521946789179e-06,5.11772716495277e-07,aih_only,0,2,0,2,,9.93496092193536e-07,,,5.11772716495277e-07,1.47521946789179e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,Hepatocyte 3,,,2.80848855430102e-07,1.36154076528281e-06,aih_only,0,2,0,2,,8.21194810356457e-07,,,2.80848855430102e-07,1.36154076528281e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Hepatocyte 1,Hepatocyte 4,,,1.33348764941447e-06,1.05137424773637e-06,aih_only,0,2,0,2,,1.19243094857542e-06,,,1.05137424773637e-06,1.33348764941447e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
