source,target,pathway_label,direction,log2FC,p_perm,BH_FDR
CD8+ T cell 3,Stellate cell,CCL_CCR1,AIH,-2.60031828567081,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 2,CXCL_CXCR3,AIH,-2.59402061221782,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD4+ T cell,CXCL_CXCR3,AIH,-2.57489971768781,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD8+ T cell 1,ICOS,AIH,-2.55770155985169,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 1,CXCL_CXCR3,AIH,-2.55542121249904,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 3,CXCL_CXCR3,AIH,-2.53374041911033,0.00100286648697995,0.00289071096690355
Macrophage 1,CD8+ T cell 2,PD-L1,AIH,-2.52939394839313,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,CD4+ T cell,CXCL_CXCR3,AIH,-2.52326017564652,0.00100286648697995,0.00289071096690355
Macrophage 1,Hepatocyte 1,CEACAM,AIH,-2.52124826802569,0.0099009900990099,0.010590318772137
Cholangiocyte,Hepatocyte 1,IL2,AIH,-2.49077855272089,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,IgM+ B cell,CD86,AIH,-2.46023503331978,0.01,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,CCL_CCR5,AIH,-2.44702886732134,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 2,PDL2,AIH,-2.41819508195317,0.00100286648697995,0.00289071096690355
Macrophage 1,Sinusoidal endothelial cell,CEACAM,AIH,-2.41419087371904,0.0099009900990099,0.010590318772137
IgM+ B cell,Macrophage 1,CD80,AIH,-2.41385977975738,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,IgM+ B cell,CCL_CCR2,AIH,-2.40539483325198,0.02,0.0205263157894737
Hepatocyte 1,Cholangiocyte,EPO,AIH,-2.37456165242164,0.0099009900990099,0.010590318772137
Cholangiocyte,Hepatocyte 4,IL2,AIH,-2.37088258578142,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 3,CCL_CCR1,AIH,-2.36635099806526,0.0099009900990099,0.010590318772137
Cholangiocyte,Hepatocyte 2,CEACAM,AIH,-2.35368269192324,0.00100286648697995,0.00289071096690355
Hepatocyte 1,CD8+ T cell 3,CCL_CCR5,AIH,-2.34659317358621,0.03,0.0303382187147689
Ig+ hepatocyte,CD4+ T cell,CXCL_CXCR3,AIH,-2.33627158045628,0.00100286648697995,0.00289071096690355
Macrophage 1,CD8+ T cell 1,CXCL_CXCR3,AIH,-2.32590116893075,0.0099009900990099,0.010590318772137
Stellate cell,CD8+ T cell 3,CXCL_CXCR3,AIH,-2.31586579435504,0.0099009900990099,0.010590318772137
Hepatocyte 4,IgM+ B cell,ICOS,AIH,-2.31498026709438,0.00270940942994888,0.00736466745049742
CD4+ T cell,Macrophage 2,CD40,AIH,-2.3072897381214,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 2,ICOS,AIH,-2.3054197485755,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD8+ T cell 3,CCL_CCR5,AIH,-2.30458144102562,0.02,0.0205263157894737
CD4+ T cell,Macrophage 1,CCL_CCR5,AIH,-2.28980900026642,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Cholangiocyte,CEACAM,AIH,-2.2885609546497,0.02,0.0205263157894737
Ig+ hepatocyte,Hepatocyte 1,CCL_CCR1,AIH,-2.28172274428805,0.01,0.010590318772137
Macrophage 2,CD8+ T cell 2,ICOS,AIH,-2.25897827296255,0.0099009900990099,0.010590318772137
Hepatocyte 2,CD4+ T cell,CXCL_CXCR3,AIH,-2.25242698142099,0.00100286648697995,0.00289071096690355
Hepatocyte 4,Cholangiocyte,CEACAM,AIH,-2.24744538346157,0.01,0.010590318772137
CD8+ T cell 3,CD8+ T cell 2,CXCL_CXCR3,AIH,-2.22605970984991,0.0099009900990099,0.010590318772137
Hepatocyte 2,CD8+ T cell 1,CXCL_CXCR3,AIH,-2.22257885835379,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 1,CCL_CCR2,AIH,-2.21753990150479,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD4+ T cell,CXCL_CXCR6,AIH,-2.2048220880404,0.0099009900990099,0.010590318772137
CD4+ T cell,Stellate cell,CD40,AIH,-2.18177168465382,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD4+ T cell,CXCL_CXCR3,AIH,-2.17731387709667,0.00100286648697995,0.00289071096690355
Hepatocyte 4,CD4+ T cell,CXCL_CXCR6,AIH,-2.16455765321346,0.00100286648697995,0.00289071096690355
Macrophage 1,CD8+ T cell 3,CD80,AIH,-2.15808686473279,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 2,CEACAM,AIH,-2.14145764094496,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD4+ T cell,CXCL_CXCR6,AIH,-2.13491853124708,0.0099009900990099,0.010590318772137
Stellate cell,Stellate cell,NCAM,AIH,-2.12964155111307,0.00100286648697995,0.00289071096690355
Vascular endothelial cell,Hepatocyte 1,CEACAM,AIH,-2.11001815250438,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 1,CXCL_CXCR3,AIH,-2.04162383578266,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 1,ICOS,AIH,-2.03628867346463,0.01,0.010590318772137
Cholangiocyte,CD8+ T cell 2,ICOS,AIH,-2.02793638030016,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 3,CCL_CCR5,AIH,-2.02747119792332,0.04,0.04
Hepatocyte 3,CD8+ T cell 2,CXCL_CXCR3,AIH,-2.0248728441224,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD4+ T cell,CCL_CCR7,AIH,-2.02180122719293,0.00100286648697995,0.00289071096690355
IgM+ B cell,CD4+ T cell,CCL_CCR5,AIH,-1.98403738803748,0.00270940942994888,0.00736466745049742
CD8+ T cell 1,CD4+ T cell,CXCL_CXCR3,AIH,-1.94982401471219,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD4+ T cell,CCL_CCR7,AIH,-1.93580405989574,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,IgM+ B cell,CCL_CCR5,AIH,-1.93179371622154,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 3,ICOS,AIH,-1.9263628996408,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD8+ T cell 2,CD86,AIH,-1.91525940973313,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD4+ T cell,CXCL_CXCR3,AIH,-1.91247723813549,0.00100286648697995,0.00289071096690355
Macrophage 1,CD4+ T cell,CCL_CCR7,AIH,-1.91225986665404,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 2,PDL2,AIH,-1.89497436709345,0.00100286648697995,0.00289071096690355
Hepatocyte 4,CD8+ T cell 1,CXCL_CXCR3,AIH,-1.87163891182432,0.0099009900990099,0.010590318772137
Vascular endothelial cell,Sinusoidal endothelial cell,CEACAM,AIH,-1.81172724500902,0.0034986124125582,0.00934004563709735
CD8+ T cell 3,Sinusoidal endothelial cell,CD80,AIH,-1.80932369792095,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD8+ T cell 2,CD86,AIH,-1.80848962194276,0.0099009900990099,0.010590318772137
Cholangiocyte,Ig+ hepatocyte,CCL_CCR2,AIH,-1.79363066763063,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD4+ T cell,CXCL_CXCR3,AIH,-1.78436493183822,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 3,PDL2,AIH,-1.77762674880841,0.0099009900990099,0.010590318772137
Macrophage 2,CD4+ T cell,CXCL_CXCR3,AIH,-1.73240630566853,0.0099009900990099,0.010590318772137
Macrophage 2,CD8+ T cell 3,ICOS,AIH,-1.707036403259,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Hepatocyte 2,CEACAM,AIH,-1.69755472895978,0.0099009900990099,0.010590318772137
Stellate cell,CD8+ T cell 2,CCL_CCR5,AIH,-1.65558666372458,0.0099009900990099,0.010590318772137
Macrophage 1,Stellate cell,CCL_CCR1,AIH,-1.59309362693443,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 3,CD86,AIH,-1.56930159191822,0.0099009900990099,0.010590318772137
Macrophage 1,IgG+ plasmablast / plasma cell,CCL_CCR1,AIH,-1.55995418764763,0.0099009900990099,0.010590318772137
Cholangiocyte,CD4+ T cell,CXCL_CXCR3,AIH,-1.55228473966029,0.00100286648697995,0.00289071096690355
Hepatocyte 4,Macrophage 1,EPO,AIH,-1.54643490246861,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Ig+ hepatocyte,CCL_CCR1,AIH,-1.54243562188589,0.0099009900990099,0.010590318772137
Vascular endothelial cell,Hepatocyte 4,CEACAM,AIH,-1.49261854827972,0.0034986124125582,0.00934004563709735
Macrophage 1,CD4+ T cell,CCL_CCR1,AIH,-1.48782793594076,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 1,CXCL_CXCR3,AIH,-1.47022862728933,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD4+ T cell,CCL_CCR5,AIH,-1.45383536126475,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD8+ T cell 1,CD86,AIH,-1.45165430680898,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgM+ B cell,CD80,AIH,-1.44831686458201,0.00101190997057716,0.00289071096690355
CD8+ T cell 2,IgM+ B cell,CD80,AIH,-1.4351989058313,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Hepatocyte 1,CCL_CCR1,AIH,-1.43265021611202,0.0099009900990099,0.010590318772137
Macrophage 1,Hepatocyte 4,CEACAM,AIH,-1.4241558148031,0.0099009900990099,0.010590318772137
Stellate cell,CD4+ T cell,CXCL_CXCR3,AIH,-1.40346068407186,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 3,ICOS,AIH,-1.40273725713042,0.0099009900990099,0.010590318772137
IgM+ B cell,CD4+ T cell,CXCL_CXCR3,AIH,-1.39014407628947,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 2,CEACAM,AIH,-1.34864466345661,0.0099009900990099,0.010590318772137
Hepatocyte 1,Stellate cell,EPO,AIH,-1.3433598074829,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Ig+ hepatocyte,CEACAM,AIH,-1.30149319576045,0.0099009900990099,0.010590318772137
Hepatocyte 4,Cholangiocyte,EPO,AIH,-1.29419625477073,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 2,CXCL_CXCR3,AIH,-1.29091992981873,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 2,CXCL_CXCR3,AIH,-1.21802843413722,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD4+ T cell,CXCL_CXCR3,AIH,-1.19330865136771,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,CD8+ T cell 1,CXCL_CXCR3,AIH,-1.18457267805552,0.0099009900990099,0.010590318772137
Hepatocyte 1,Vascular endothelial cell,EPO,AIH,-1.13876481965578,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 1,CD40,AIH,-1.13778142714869,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Macrophage 1,CCL_CCR5,AIH,-1.05487208307081,0.0099009900990099,0.010590318772137
Stellate cell,IgG+ B cell,CCL_CCR2,AIH,-1.04474670584757,0.0099009900990099,0.010590318772137
Hepatocyte 3,CD4+ T cell,CXCL_CXCR3,AIH,-1.01947743290274,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD8+ T cell 2,CXCL_CXCR3,AIH,-1.00629258304038,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD4+ T cell,CXCL_CXCR3,AIH,-0.985148421736781,0.00100286648697995,0.00289071096690355
Hepatocyte 1,IgM+ B cell,CCL_CCR6,AIH,-0.938257128880308,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,IgM+ B cell,CD80,AIH,-0.933669020305657,0.02,0.0205263157894737
Sinusoidal endothelial cell,CD8+ T cell 1,CXCL_CXCR3,AIH,-0.890390665421721,0.0099009900990099,0.010590318772137
Hepatocyte 3,CD8+ T cell 1,CXCL_CXCR3,AIH,-0.870149096598515,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Ig+ hepatocyte,CCL_CCR1,AIH,-0.813741725318522,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD8+ T cell 3,EPO,AIH,-0.813112510078188,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,PDL2,AIH,-0.811811545222653,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD8+ T cell 1,CXCL_CXCR3,AIH,-0.810167821484841,0.0099009900990099,0.010590318772137
CD8+ T cell 2,IgM+ B cell,CCL_CCR6,AIH,-0.7854578990319,0.00100286648697995,0.00289071096690355
Hepatocyte 4,CD4+ T cell,CCL_CCR5,AIH,-0.784120587515551,0.02,0.0205263157894737
Cholangiocyte,IgM+ B cell,CCL_CCR6,AIH,-0.763134740285023,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 3,PDL2,AIH,-0.731043314512563,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Hepatocyte 1,CCL_CCR1,AIH,-0.717954853405261,0.0099009900990099,0.010590318772137
Cholangiocyte,IgG+ B cell,CCL_CCR2,AIH,-0.654614084108652,0.0099009900990099,0.010590318772137
Hepatocyte 4,IgM+ B cell,CCL_CCR6,AIH,-0.640942507254829,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,CD8+ T cell 2,PDL2,AIH,-0.627558057453804,0.0099009900990099,0.010590318772137
CD8+ T cell 2,Sinusoidal endothelial cell,CD80,AIH,-0.620912917515911,0.00100286648697995,0.00289071096690355
Macrophage 1,Hepatocyte 2,CEACAM,AIH,-0.609150835574343,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,IgM+ B cell,CCL_CCR6,AIH,-0.541087159230726,0.0099009900990099,0.010590318772137
Hepatocyte 4,Stellate cell,EPO,AIH,-0.538362605776029,0.0099009900990099,0.010590318772137
Hepatocyte 4,Vascular endothelial cell,EPO,AIH,-0.521681415068807,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,IgM+ B cell,CCL_CCR7,AIH,-0.504345056285339,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD4+ T cell,ICOS,AIH,-0.490581204690521,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD4+ T cell,CD86,AIH,-0.47866199698899,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD4+ T cell,CCL_CCR5,AIH,-0.465166111177732,0.00100286648697995,0.00289071096690355
Hepatocyte 1,CD8+ T cell 1,CD86,AIH,-0.448023108612841,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 2,CEACAM,AIH,-0.433765410379128,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 2,ICOS,AIH,-0.403053596485351,0.0099009900990099,0.010590318772137
IgM+ B cell,Sinusoidal endothelial cell,CD80,AIH,-0.386295234645965,0.00100286648697995,0.00289071096690355
Macrophage 1,Ig+ hepatocyte,CEACAM,AIH,-0.372456336924678,0.03,0.0303382187147689
CD8+ T cell 3,IgM+ B cell,CCL_CCR7,AIH,-0.359934352477206,0.0099009900990099,0.010590318772137
Macrophage 1,Cholangiocyte,CCL_CCR1,AIH,-0.345155479265231,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD8+ T cell 3,EPO,AIH,-0.33455739279767,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 1,CXCL_CXCR3,AIH,-0.325755995919244,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,CXCL_CXCR3,AIH,-0.319110649293353,0.0099009900990099,0.010590318772137
Macrophage 1,Hepatocyte 1,CCL_CCR1,AIH,-0.272062616198613,0.0099009900990099,0.010590318772137
Vascular endothelial cell,Ig+ hepatocyte,CEACAM,AIH,-0.271583771859107,0.02,0.0205263157894737
Vascular endothelial cell,Hepatocyte 2,CEACAM,AIH,-0.261900616642426,0.0099009900990099,0.010590318772137
Macrophage 1,Ig+ hepatocyte,CCL_CCR1,AIH,-0.261591884322107,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 3,ICOS,AIH,-0.259779579670852,0.0099009900990099,0.010590318772137
Macrophage 1,IgM+ B cell,CCL_CCR7,AIH,-0.219338286656352,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 3,PD-L1,AIH,-0.215669528893654,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 1,ICOS,AIH,-0.198111296981255,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD8+ T cell 2,PDL2,AIH,-0.183549571146664,0.0099009900990099,0.010590318772137
Hepatocyte 1,Macrophage 1,CCL_CCR5,AIH,-0.169993929237173,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD8+ T cell 2,CEACAM,AIH,-0.168894744242745,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Sinusoidal endothelial cell,CD80,AIH,-0.167865883483681,0.0099009900990099,0.010590318772137
IgM+ B cell,Macrophage 1,CCL_CCR5,AIH,-0.146325148580861,0.0099009900990099,0.010590318772137
Hepatocyte 2,IgM+ B cell,CCL_CCR6,AIH,-0.12376219417474,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 2,PD-L1,AIH,-0.0642583543340346,0.0099009900990099,0.010590318772137
Hepatocyte 1,Stellate cell,FN1,irHep,10.3315485889193,0.0099009900990099,0.010590318772137
IgM+ B cell,CD4+ T cell,MHC-I_CD8A,irHep,10.1592635042852,0.00100286648697995,0.00289071096690355
CD4+ T cell,IgM+ B cell,MHC-I_CD8A,irHep,9.99363573251404,0.0099009900990099,0.010590318772137
IgM+ B cell,IgM+ B cell,MHC-I_CD8A,irHep,9.86602464360699,0.0099009900990099,0.010590318772137
Cholangiocyte,Cholangiocyte,MHC-I_CD8A,irHep,9.81798185800252,0.00100286648697995,0.00289071096690355
Macrophage 2,CD4+ T cell,MHC-I_CD8A,irHep,8.69233953011861,0.00100286648697995,0.00289071096690355
Macrophage 1,Macrophage 1,MHC-I_CD8A,irHep,8.64816475771563,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,CD4+ T cell,MHC-I_CD8A,irHep,8.62701125393773,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,IgM+ B cell,MHC-I_CD8A,irHep,8.51829844865667,0.0099009900990099,0.010590318772137
Hepatocyte 4,Hepatocyte 4,VEGF,irHep,8.32092746838251,0.01,0.010590318772137
CD4+ T cell,Cholangiocyte,MHC-I_CD8A,irHep,8.30685342730555,0.00100286648697995,0.00289071096690355
Vascular endothelial cell,IgM+ B cell,MHC-I_CD8A,irHep,8.30424531117693,0.0099009900990099,0.010590318772137
Hepatocyte 1,Hepatocyte 1,VEGF,irHep,8.25681990794872,0.0099009900990099,0.010590318772137
Macrophage 2,Macrophage 1,MHC-I_CD8A,irHep,8.19950805697443,0.0099009900990099,0.010590318772137
Cholangiocyte,IgM+ B cell,MHC-I_CD8A,irHep,7.94860842211862,0.00100286648697995,0.00289071096690355
Stellate cell,CD4+ T cell,MHC-I_CD8A,irHep,7.93993512853041,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,Macrophage 1,MHC-I_CD8A,irHep,7.93762310499907,0.00270940942994888,0.00736466745049742
IgG+ plasmablast / plasma cell,Cholangiocyte,MHC-I_CD8A,irHep,7.93376199687765,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 2,CCL_CCR1,irHep,7.9225214796285,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,7.90181691508048,0.00100286648697995,0.00289071096690355
IgG+ B cell,CD4+ T cell,MHC-I_CD8A,irHep,7.88369607025048,0.00100286648697995,0.00289071096690355
Vascular endothelial cell,Cholangiocyte,MHC-I_CD8A,irHep,7.82953112491148,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,Cholangiocyte,MHC-I_CD8A,irHep,7.78576337038579,0.00100286648697995,0.00289071096690355
IgG+ B cell,IgM+ B cell,MHC-I_CD8A,irHep,7.77189292942499,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Cholangiocyte,MHC-I_CD8A,irHep,7.74574025594537,0.00100286648697995,0.00289071096690355
IgM+ B cell,Cholangiocyte,MHC-I_CD8A,irHep,7.73673847861885,0.00100286648697995,0.00289071096690355
Macrophage 2,IgM+ B cell,MHC-I_CD8A,irHep,7.71569386343204,0.0099009900990099,0.010590318772137
Macrophage 2,Cholangiocyte,MHC-I_CD8A,irHep,7.67572143975436,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,IgM+ B cell,MHC-I_CD8A,irHep,7.61309637777118,0.00101190997057716,0.00289071096690355
Hepatocyte 1,Macrophage 1,MHC-I_CD8A,irHep,7.54720885988069,0.0099009900990099,0.010590318772137
Macrophage 1,Cholangiocyte,MHC-I_CD8A,irHep,7.51624486437215,0.00100286648697995,0.00289071096690355
Stellate cell,Macrophage 1,MHC-I_CD8A,irHep,7.49570266782849,0.0099009900990099,0.010590318772137
CD8+ T cell 1,IgM+ B cell,MHC-I_CD8A,irHep,7.38402980433894,0.00188656307371672,0.00532153168906885
IgG+ B cell,Cholangiocyte,MHC-I_CD8A,irHep,7.34429660652183,0.0099009900990099,0.010590318772137
Hepatocyte 2,Macrophage 1,MHC-I_CD8A,irHep,7.25734705407769,0.0099009900990099,0.010590318772137
CD4+ T cell,Macrophage 1,MHC-I_CD8A,irHep,7.15907918842386,0.0099009900990099,0.010590318772137
CD8+ T cell 2,IgM+ B cell,MHC-I_CD8A,irHep,7.15348924004719,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Macrophage 1,MHC-I_CD8A,irHep,7.09581065419086,0.0099009900990099,0.010590318772137
CD8+ T cell 1,IgG+ B cell,MHC-I_CD8A,irHep,7.01457477356627,0.02,0.0205263157894737
CD8+ T cell 2,Cholangiocyte,MHC-I_CD8A,irHep,7.00217658620493,0.00100286648697995,0.00289071096690355
Vascular endothelial cell,Macrophage 1,MHC-I_CD8A,irHep,6.99866589959859,0.0099009900990099,0.010590318772137
Stellate cell,Cholangiocyte,MHC-I_CD8A,irHep,6.9868745043365,0.00101190997057716,0.00289071096690355
CD4+ T cell,IgG+ B cell,MHC-I_CD8A,irHep,6.96398998714947,0.03,0.0303382187147689
Macrophage 2,IgG+ B cell,MHC-I_CD8A,irHep,6.94686338722263,0.03,0.0303382187147689
Macrophage 1,IgM+ B cell,MHC-I_CD8A,irHep,6.9339316046646,0.00101190997057716,0.00289071096690355
IgM+ B cell,CD4+ T cell,MHC-I_CD8B,irHep,6.92993200487415,0.0099009900990099,0.010590318772137
Macrophage 1,IgG+ B cell,MHC-I_CD8A,irHep,6.81133257248491,0.01,0.010590318772137
Cholangiocyte,IgG+ plasmablast / plasma cell,MHC-I_CD8A,irHep,6.80593696598713,0.04,0.04
Stellate cell,Macrophage 1,CCL_CCR1,irHep,6.75280917330388,0.00100286648697995,0.00289071096690355
Stellate cell,IgM+ B cell,MHC-I_CD8A,irHep,6.73750833104147,0.0099009900990099,0.010590318772137
Cholangiocyte,IgG+ B cell,MHC-I_CD8A,irHep,6.63238807749917,0.00352961840434252,0.00939485966971881
CD8+ T cell 3,Macrophage 1,MHC-I_CD8A,irHep,6.62930437377456,0.00101190997057716,0.00289071096690355
Hepatocyte 4,Cholangiocyte,MHC-I_CD8A,irHep,6.62365204272913,0.0099009900990099,0.010590318772137
Macrophage 1,Macrophage 1,FN1,irHep,6.6056768018082,0.00100286648697995,0.00289071096690355
Hepatocyte 1,Cholangiocyte,MHC-I_CD8A,irHep,6.58477248677467,0.00100286648697995,0.00289071096690355
Stellate cell,CD8+ T cell 1,CXCL_CXCR4,irHep,6.57540099041925,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 1,FN1,irHep,6.56907495093159,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgG+ plasmablast / plasma cell,MHC-I_CD8A,irHep,6.53396913952821,0.04,0.04
CD8+ T cell 3,IgG+ B cell,MHC-I_CD8A,irHep,6.52285959182042,0.02,0.0205263157894737
CD8+ T cell 2,Macrophage 1,MHC-I_CD8A,irHep,6.51097823456094,0.0034986124125582,0.00934004563709735
Hepatocyte 2,CD8+ T cell 2,VEGF,irHep,6.50971868530548,0.0099009900990099,0.010590318772137
Cholangiocyte,Macrophage 1,MHC-I_CD8A,irHep,6.50533927806973,0.00100286648697995,0.00289071096690355
Hepatocyte 1,IgM+ B cell,MHC-I_CD8A,irHep,6.48805714334218,0.0099009900990099,0.010590318772137
IgM+ B cell,IgG+ B cell,MHC-I_CD8A,irHep,6.47641635208179,0.03,0.0303382187147689
IgG+ plasmablast / plasma cell,Macrophage 1,MHC-I_CD8A,irHep,6.42892650036874,0.0099009900990099,0.010590318772137
Hepatocyte 2,Cholangiocyte,MHC-I_CD8A,irHep,6.42384293751444,0.00101190997057716,0.00289071096690355
Hepatocyte 4,Macrophage 1,MHC-I_CD8A,irHep,6.33815285060665,0.0099009900990099,0.010590318772137
Cholangiocyte,Cholangiocyte,CSF,irHep,6.32488301584643,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Cholangiocyte,MHC-I_CD8A,irHep,6.31943819833518,0.00100286648697995,0.00289071096690355
IgM+ B cell,Macrophage 1,MHC-I_CD8A,irHep,6.30776566655795,0.0099009900990099,0.010590318772137
Hepatocyte 2,IgM+ B cell,MHC-I_CD8A,irHep,6.24384910727689,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,IgG+ B cell,MHC-I_CD8A,irHep,6.23665489877584,0.02,0.0205263157894737
Hepatocyte 1,IgG+ B cell,MHC-I_CD8A,irHep,6.2145695087314,0.03,0.0303382187147689
Stellate cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,6.08596056763619,0.00100286648697995,0.00289071096690355
Hepatocyte 3,CD8+ T cell 2,CCL_CCR1,irHep,6.01541844960565,0.00101190997057716,0.00289071096690355
Hepatocyte 4,CD8+ T cell 2,VEGF,irHep,6.00630162797246,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,CD8+ T cell 2,CCL_CCR1,irHep,5.98173000043858,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD8+ T cell 2,VEGF,irHep,5.9171357472435,0.00101190997057716,0.00289071096690355
IgG+ B cell,Macrophage 1,MHC-I_CD8A,irHep,5.88724498668573,0.0099009900990099,0.010590318772137
CD4+ T cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,5.87722937632161,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,CD8+ T cell 1,CXCL_CXCR4,irHep,5.85836437944467,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD4+ T cell,MHC-I_CD8B,irHep,5.8358695770343,0.0099009900990099,0.010590318772137
Hepatocyte 3,CD4+ T cell,MHC-I_CD8A,irHep,5.7847478112316,0.00100286648697995,0.00289071096690355
Hepatocyte 3,CD8+ T cell 1,CCL_CCR1,irHep,5.77807443758806,0.00100286648697995,0.00289071096690355
Macrophage 1,CD8+ T cell 1,CXCL_CXCR4,irHep,5.75048090537312,0.0099009900990099,0.010590318772137
