sample,x0,y0,n_chol,n_cd8t23,n_cd8t1,chol_with_cd23,cd23_with_chol,score
56784_c,17350,-8650,19,21,65,2,2,4
56784_c,18050,-8900,18,21,63,2,2,4
56784_c,18100,-8900,18,21,54,2,2,4
56784_c,18300,-9200,20,21,78,2,2,4
56784_c,18350,-9200,19,21,85,2,2,4
54023_b,4400,-9500,33,20,80,4,0,4
56784_c,16000,-9100,32,20,71,2,2,4
56784_c,17350,-8850,18,20,45,2,2,4
56784_c,18000,-8900,18,20,70,2,2,4
56784_c,18050,-8950,24,20,58,2,2,4
54023_b,3250,-10100,53,19,151,2,2,4
54023_b,3250,-10050,81,19,156,2,2,4
54023_b,5600,-9250,38,19,89,2,2,4
54023_b,5850,-9150,69,19,97,3,1,4
56784_c,13800,-9500,16,19,54,2,2,4
56784_c,14100,-8800,18,19,73,2,2,4
56784_c,16000,-9150,26,19,69,2,2,4
56784_c,18700,-9300,19,19,80,1,3,4
54023_b,5650,-9250,16,18,77,2,2,4
56784_c,14050,-8800,17,18,60,2,2,4
56784_c,14150,-8850,17,18,70,2,2,4
56784_c,16000,-9050,38,18,87,2,2,4
56784_c,17100,-8850,17,18,59,3,1,4
56784_c,18650,-8700,62,18,69,2,2,4
54023_b,2100,-9750,102,17,154,2,2,4
54023_b,2100,-9700,60,17,143,2,2,4
54023_b,5650,-9200,32,17,90,2,2,4
56784_c,16400,-8800,28,17,57,3,1,4
54023_b,2100,-10050,55,16,151,2,2,4
54023_b,2100,-9650,22,16,117,2,2,4
54023_b,3300,-10100,58,16,123,2,2,4
54023_b,3300,-10050,86,16,128,2,2,4
54023_b,4300,-9500,46,16,96,4,0,4
56784_c,15950,-9100,44,15,57,2,2,4
56784_c,16400,-8750,16,15,42,3,1,4
56784_c,13900,-9400,15,14,74,2,2,4
56784_c,14150,-8800,21,14,73,2,2,4
56784_c,15950,-9150,36,14,59,2,2,4
56784_c,15950,-9050,55,14,62,2,2,4
56784_c,16000,-9000,62,14,94,2,2,4
54023_b,5600,-9200,45,13,100,2,2,4
56784_c,13900,-9450,15,13,60,2,2,4
56784_c,15350,-9200,15,13,92,2,2,4
56784_c,16400,-8600,15,13,37,2,2,4
56784_c,18600,-8650,101,13,68,2,2,4
54023_b,6200,-8950,71,12,126,3,1,4
54023_b,6200,-8900,107,12,105,3,1,4
56784_c,15400,-9200,15,12,86,2,2,4
56784_c,16400,-8650,17,12,44,2,2,4
54023_b,3350,-10050,113,11,107,2,2,4
54023_b,4250,-9500,46,11,74,4,0,4
54023_b,6050,-9050,27,11,100,3,1,4
54023_b,6200,-8850,124,11,87,3,1,4
56784_c,14250,-8800,20,11,71,2,2,4
56784_c,14400,-8750,45,11,60,3,1,4
56784_c,15450,-9200,28,11,70,2,2,4
56784_c,15900,-9100,50,11,53,2,2,4
56784_c,15950,-9000,78,11,68,2,2,4
56784_c,16300,-8650,24,11,41,2,2,4
54023_b,3350,-10100,75,10,96,2,2,4
54023_b,6200,-9000,60,10,131,3,1,4
56784_c,15700,-8750,27,10,57,3,1,4
56784_c,15900,-9150,44,10,51,2,2,4
56784_c,15900,-9050,52,10,56,2,2,4
56784_c,16100,-8750,40,10,54,2,2,4
54023_b,4200,-9500,33,9,59,4,0,4
54023_b,6000,-8800,92,9,70,3,1,4
54023_b,6050,-8800,111,9,83,3,1,4
56784_c,15450,-9250,15,9,48,2,2,4
56784_c,16250,-8650,25,9,42,2,2,4
56784_c,18650,-8650,110,9,63,2,2,4
54023_b,5650,-9100,65,8,99,2,2,4
54023_b,5650,-9050,59,8,95,2,2,4
56784_c,14300,-8750,16,8,65,3,1,4
56784_c,14350,-8750,33,8,59,3,1,4
56784_c,14450,-8500,31,8,34,3,1,4
56784_c,15600,-9050,82,8,55,3,1,4
56784_c,15900,-9000,76,8,65,2,2,4
56784_c,18250,-8550,23,8,62,3,1,4
54023_b,5850,-8900,47,7,83,3,1,4
56784_c,13600,-10150,54,7,38,2,2,4
56784_c,14200,-8750,19,7,55,3,1,4
56784_c,14250,-8750,20,7,67,3,1,4
56784_c,15650,-9050,79,7,53,3,1,4
56784_c,15700,-9050,60,7,48,3,1,4
56784_c,16350,-8650,24,7,40,2,2,4
56784_c,16900,-9350,15,7,40,3,1,4
56784_c,18300,-8550,30,7,57,3,1,4
54023_b,2300,-10450,77,6,81,3,1,4
54023_b,2350,-10450,60,6,76,3,1,4
54023_b,3000,-9850,201,6,74,3,1,4
54023_b,6100,-8800,148,6,84,3,1,4
54023_b,6450,-8750,95,6,93,3,1,4
54023_b,6500,-8750,74,6,104,3,1,4
54023_b,6450,-8700,98,5,77,3,1,4
54023_b,6500,-8700,73,5,85,3,1,4
56784_c,13750,-9850,23,5,11,2,2,4
56784_c,14400,-8500,30,5,22,3,1,4
54023_b,1800,-10100,17,57,135,2,1,3
54023_b,3400,-9600,41,32,163,1,2,3
54023_b,1450,-10750,39,30,107,2,1,3
54023_b,3150,-9550,64,29,144,2,1,3
54023_b,1900,-10000,33,28,97,1,2,3
54023_b,3150,-9600,116,28,139,2,1,3
56784_c,16650,-9200,21,27,114,2,1,3
56784_c,16700,-9250,18,26,97,1,2,3
56784_c,18600,-8800,24,26,80,2,1,3
56784_c,18650,-8800,28,26,76,2,1,3
54023_b,1900,-9900,20,25,76,1,2,3
54023_b,1950,-9900,52,25,85,1,2,3
54023_b,1250,-10750,48,24,100,2,1,3
54023_b,1900,-9950,26,24,88,1,2,3
54023_b,2800,-9850,31,24,170,2,1,3
54023_b,3100,-10050,90,24,197,2,1,3
54023_b,1400,-10750,56,23,88,2,1,3
54023_b,1950,-10000,65,23,92,1,2,3
54023_b,1950,-9950,52,23,89,1,2,3
54023_b,2000,-9900,69,23,101,1,2,3
56784_c,13400,-9900,15,22,62,2,1,3
54023_b,2000,-9950,56,21,109,1,2,3
54023_b,2850,-9850,61,21,153,2,1,3
54023_b,2900,-9850,74,21,130,2,1,3
56784_c,17300,-8800,22,21,57,2,1,3
56784_c,18500,-9150,55,21,101,1,2,3
54023_b,1300,-10750,56,19,89,2,1,3
54023_b,2000,-10000,67,19,113,1,2,3
54023_b,2100,-9950,86,19,138,1,2,3
56784_c,18500,-9000,55,19,67,1,2,3
54023_b,2050,-9950,82,18,121,1,2,3
54023_b,2050,-9900,105,18,114,1,2,3
54023_b,3000,-10000,104,18,159,2,1,3
54023_b,3100,-10000,121,18,170,2,1,3
56784_c,13450,-10050,69,18,111,2,1,3
56784_c,17300,-8900,33,18,54,2,1,3
56784_c,18500,-9250,17,18,87,2,1,3
56784_c,18500,-9050,60,18,78,1,2,3
54023_b,2100,-10000,61,17,151,1,2,3
54023_b,2450,-10150,18,17,148,2,1,3
56784_c,13750,-9600,18,17,54,1,2,3
56784_c,17300,-9000,55,17,75,2,1,3
56784_c,17300,-8950,43,17,63,2,1,3
54023_b,2050,-10000,66,16,126,1,2,3
56784_c,13400,-10050,53,16,99,2,1,3
56784_c,13450,-9900,22,16,67,2,1,3
56784_c,15500,-8900,21,16,47,2,1,3
56784_c,18500,-8950,50,16,57,1,2,3
54023_b,1350,-10750,59,15,83,2,1,3
54023_b,2100,-9900,122,15,131,1,2,3
56784_c,18500,-9100,69,15,92,1,2,3
54023_b,2450,-10350,19,14,105,1,2,3
54023_b,2450,-10100,18,14,146,2,1,3
54023_b,2950,-9850,136,14,99,2,1,3
54023_b,3050,-10000,126,14,159,2,1,3
56784_c,13950,-8750,17,14,60,1,2,3
56784_c,15350,-8900,25,14,30,2,1,3
56784_c,15400,-8900,24,14,36,2,1,3
56784_c,15450,-8900,27,14,40,2,1,3
54023_b,2100,-9850,140,13,135,1,2,3
54023_b,3150,-9650,181,13,127,2,1,3
56784_c,13500,-10000,89,13,71,2,1,3
54023_b,6000,-9100,48,12,126,2,1,3
56784_c,18550,-9000,48,12,63,1,2,3
56784_c,18550,-8950,40,12,53,1,2,3
54023_b,3000,-9950,139,11,133,2,1,3
54023_b,6100,-9050,16,11,107,2,1,3
56784_c,18550,-9050,53,11,82,1,2,3
54023_b,2450,-10400,15,10,73,1,2,3
54023_b,3100,-9950,164,10,122,2,1,3
54023_b,6150,-9000,46,10,127,2,1,3
56784_c,13400,-9350,27,10,83,3,0,3
56784_c,19250,-8700,21,10,30,3,0,3
56784_c,19300,-8700,25,10,28,3,0,3
54023_b,2900,-9650,60,9,167,2,1,3
54023_b,3000,-9900,164,9,105,2,1,3
54023_b,5350,-8850,35,9,53,2,1,3
54023_b,5450,-8950,60,9,94,3,0,3
54023_b,6150,-8950,76,9,118,2,1,3
54023_b,6150,-8900,115,9,101,2,1,3
56784_c,13400,-9300,26,9,72,3,0,3
56784_c,13550,-10000,96,9,59,2,1,3
56784_c,15650,-8800,33,9,56,1,2,3
56784_c,19350,-8700,25,9,24,3,0,3
54023_b,2000,-10300,35,8,116,2,1,3
54023_b,2800,-9800,28,8,157,2,1,3
54023_b,5300,-8850,29,8,51,2,1,3
54023_b,6150,-8850,126,8,84,2,1,3
54023_b,650,-10700,121,7,116,2,1,3
54023_b,650,-10650,134,7,120,2,1,3
54023_b,700,-10700,138,7,137,2,1,3
54023_b,700,-10650,142,7,151,2,1,3
54023_b,2850,-9650,31,7,187,2,1,3
54023_b,5450,-8900,65,7,83,3,0,3
54023_b,5600,-9100,62,7,101,1,2,3
54023_b,5600,-9050,48,7,92,1,2,3
56784_c,13600,-10000,88,7,42,2,1,3
56784_c,15300,-8900,25,7,22,2,1,3
56784_c,19400,-8700,15,7,19,3,0,3
54023_b,550,-10600,145,6,106,2,1,3
54023_b,700,-10550,115,6,176,2,1,3
54023_b,750,-10950,101,6,124,2,1,3
54023_b,750,-10700,137,6,166,2,1,3
54023_b,750,-10650,132,6,179,2,1,3
54023_b,2850,-9800,62,6,145,2,1,3
54023_b,2900,-9800,88,6,126,2,1,3
54023_b,3050,-9950,170,6,115,2,1,3
54023_b,5250,-8850,18,6,52,2,1,3
54023_b,5400,-8850,43,6,61,2,1,3
54023_b,6200,-8800,150,6,84,2,1,3
54023_b,6500,-8800,50,6,116,2,1,3
56784_c,13650,-10000,70,6,27,2,1,3
56784_c,13650,-9950,68,6,27,2,1,3
56784_c,15850,-9000,66,6,62,1,2,3
54023_b,550,-10650,119,5,85,2,1,3
54023_b,550,-10550,155,5,110,2,1,3
54023_b,650,-10950,131,5,126,2,1,3
54023_b,650,-10750,116,5,117,2,1,3
54023_b,650,-10600,146,5,134,2,1,3
54023_b,700,-10750,123,5,127,2,1,3
54023_b,700,-10600,124,5,177,2,1,3
54023_b,750,-10550,100,5,185,2,1,3
54023_b,2800,-9750,28,5,160,2,1,3
54023_b,2800,-9700,16,5,180,2,1,3
54023_b,2850,-9700,36,5,176,2,1,3
54023_b,5200,-8850,16,5,31,2,1,3
54023_b,6450,-8800,62,5,99,2,1,3
56784_c,13400,-9250,24,5,66,3,0,3
54023_b,3300,-9550,29,43,134,1,1,2
54023_b,3350,-9550,29,41,138,1,1,2
54023_b,3250,-9550,54,39,134,1,1,2
54023_b,3300,-9600,77,38,142,1,1,2
54023_b,3350,-9600,75,37,153,1,1,2
54023_b,3200,-9550,57,36,128,1,1,2
54023_b,1200,-10600,19,35,121,1,1,2
54023_b,2900,-10050,38,35,151,1,1,2
54023_b,3250,-9600,101,35,133,1,1,2
54023_b,2250,-9650,15,34,216,1,1,2
54023_b,3100,-10100,29,32,222,1,1,2
54023_b,3200,-9600,107,32,123,1,1,2
54023_b,2950,-10050,52,30,170,1,1,2
54023_b,3300,-9650,104,29,139,1,1,2
54023_b,3350,-9650,102,29,154,1,1,2
54023_b,3400,-9650,45,29,172,0,2,2
54023_b,1900,-10200,15,28,143,1,1,2
54023_b,2950,-10100,31,27,182,1,1,2
56784_c,13300,-10000,17,27,57,1,1,2
54023_b,1900,-10150,21,26,132,1,1,2
54023_b,3100,-9550,47,26,156,1,1,2
54023_b,3450,-9600,27,26,179,1,1,2
54023_b,2900,-10100,26,25,149,1,1,2
56784_c,13350,-10000,25,25,67,1,1,2
56784_c,16250,-8400,15,25,68,1,1,2
56784_c,17300,-8700,21,25,81,1,1,2
54023_b,3100,-9600,102,24,146,1,1,2
56784_c,17300,-8750,19,24,66,1,1,2
56784_c,17350,-8700,16,24,71,1,1,2
56784_c,18150,-8950,24,24,71,1,1,2
56784_c,18500,-8750,26,24,85,1,1,2
54023_b,1500,-10550,55,23,105,1,1,2
54023_b,3050,-9550,46,23,176,1,1,2
54023_b,3250,-9650,136,23,135,1,1,2
56784_c,17300,-8550,20,23,87,1,1,2
56784_c,17350,-9050,44,23,92,1,1,2
56784_c,17350,-8550,16,23,68,1,1,2
56784_c,17950,-9000,15,23,62,1,1,2
54023_b,2100,-10600,17,22,91,1,1,2
56784_c,17350,-8900,20,22,53,1,1,2
54023_b,3000,-9550,21,21,174,1,1,2
54023_b,3050,-9600,104,21,171,1,1,2
54023_b,3300,-9700,129,21,142,1,1,2
56784_c,17200,-8650,19,21,104,1,1,2
56784_c,17300,-8600,24,21,83,1,1,2
56784_c,17350,-9000,38,21,75,1,1,2
56784_c,17350,-8750,16,21,53,1,1,2
56784_c,18200,-8950,25,21,72,1,1,2
56784_c,18500,-8700,58,21,80,1,1,2
56784_c,17250,-9050,62,20,73,1,1,2
56784_c,17250,-8750,19,20,72,1,1,2
56784_c,17250,-8700,22,20,91,1,1,2
56784_c,17250,-8550,21,20,104,1,1,2
56784_c,17350,-8950,30,20,59,1,1,2
56784_c,17500,-9200,16,20,105,1,1,2
56784_c,17950,-8950,15,20,60,1,1,2
56784_c,18550,-8750,30,20,88,1,1,2
54023_b,2100,-10550,21,19,114,1,1,2
54023_b,3000,-9600,76,19,169,1,1,2
54023_b,3350,-9700,117,19,160,1,1,2
56784_c,13400,-9950,29,19,72,2,0,2
56784_c,17200,-8750,19,19,72,1,1,2
56784_c,17200,-8700,19,19,96,1,1,2
56784_c,17250,-8600,25,19,100,1,1,2
56784_c,17300,-9050,61,19,91,1,1,2
56784_c,17350,-8600,19,19,62,1,1,2
56784_c,18550,-9200,32,19,113,1,1,2
56784_c,18700,-8800,25,19,56,1,1,2
54023_b,2950,-9550,15,18,167,1,1,2
54023_b,3200,-9650,159,18,120,1,1,2
56784_c,17350,-8800,15,18,46,1,1,2
56784_c,18550,-8700,57,18,82,1,1,2
56784_c,17950,-8900,15,17,66,1,1,2
56784_c,18700,-8750,35,17,63,1,1,2
54023_b,900,-11000,16,16,92,1,1,2
54023_b,2000,-9750,38,16,83,1,1,2
54023_b,2950,-9600,55,16,175,1,1,2
56784_c,13450,-9950,38,16,79,2,0,2
56784_c,14400,-8800,41,16,57,1,1,2
56784_c,18800,-8800,17,16,48,1,1,2
54023_b,900,-10950,15,15,102,1,1,2
56784_c,18750,-8800,21,15,42,1,1,2
54023_b,2000,-9700,27,14,68,1,1,2
54023_b,3100,-9650,153,14,133,1,1,2
54023_b,3250,-10000,98,14,142,1,1,2
54023_b,6700,-8950,18,14,122,1,1,2
56784_c,14350,-8800,29,14,57,1,1,2
56784_c,14400,-8850,20,14,38,1,1,2
54023_b,950,-10550,19,13,131,1,1,2
54023_b,2050,-9750,83,13,107,1,1,2
54023_b,2150,-10600,28,13,84,1,1,2
54023_b,3250,-10150,33,13,119,1,1,2
54023_b,3250,-9950,136,13,122,1,1,2
56784_c,16450,-8650,16,13,52,1,1,2
56784_c,18750,-8750,26,13,51,1,1,2
56784_c,18800,-8750,25,13,54,1,1,2
54023_b,3050,-9650,168,12,155,1,1,2
54023_b,5700,-9150,39,12,96,1,1,2
56784_c,13250,-9500,19,12,52,1,1,2
56784_c,14350,-8850,17,12,44,1,1,2
56784_c,18500,-8650,75,12,63,1,1,2
54023_b,2050,-9700,46,11,92,1,1,2
54023_b,2100,-9800,120,11,150,1,1,2
54023_b,3300,-10150,36,11,96,1,1,2
54023_b,3300,-10000,102,11,118,1,1,2
54023_b,3300,-9950,120,11,118,1,1,2
54023_b,5750,-9150,52,11,85,1,1,2
56784_c,12950,-10300,15,11,48,1,1,2
56784_c,18700,-8700,49,11,59,1,1,2
54023_b,2150,-10550,36,10,108,1,1,2
54023_b,2150,-10100,47,10,169,2,0,2
56784_c,14000,-8700,25,10,55,1,1,2
56784_c,18550,-8650,95,10,67,1,1,2
54023_b,2200,-10600,36,9,72,1,1,2
54023_b,5550,-8900,58,9,83,1,1,2
54023_b,5700,-9100,65,9,100,1,1,2
56784_c,13350,-9350,17,9,70,1,1,2
56784_c,15500,-9150,71,9,79,1,1,2
54023_b,2050,-9650,17,8,70,1,1,2
54023_b,2200,-10550,51,8,93,1,1,2
54023_b,3350,-10150,53,8,78,1,1,2
54023_b,3400,-10050,119,8,99,1,1,2
54023_b,5500,-9050,28,8,81,1,1,2
54023_b,5550,-9050,40,8,83,1,1,2
54023_b,5550,-8850,35,8,70,1,1,2
54023_b,5650,-9000,54,8,87,1,1,2
54023_b,5700,-9050,64,8,102,1,1,2
54023_b,5700,-9000,60,8,99,1,1,2
56784_c,13250,-9450,22,8,57,1,1,2
56784_c,15950,-9200,21,8,49,1,1,2
56784_c,18750,-8700,27,8,52,1,1,2
56784_c,18800,-8700,26,8,53,1,1,2
54023_b,2400,-10450,34,7,68,1,1,2
54023_b,3350,-10000,131,7,100,1,1,2
54023_b,3350,-9950,126,7,105,1,1,2
54023_b,3400,-10150,51,7,68,1,1,2
54023_b,3400,-10100,79,7,85,1,1,2
54023_b,5600,-8900,57,7,88,1,1,2
54023_b,5600,-8850,31,7,78,1,1,2
54023_b,5650,-8950,49,7,82,1,1,2
54023_b,5650,-8900,46,7,82,1,1,2
54023_b,5650,-8850,20,7,67,1,1,2
56784_c,13350,-9300,16,7,53,1,1,2
56784_c,14000,-8650,24,7,43,1,1,2
56784_c,15900,-9200,31,7,43,1,1,2
54023_b,3250,-10200,23,6,103,1,1,2
54023_b,3300,-9900,136,6,125,1,1,2
54023_b,5700,-8950,50,6,88,1,1,2
54023_b,5700,-8900,40,6,78,1,1,2
56784_c,13250,-9400,24,6,59,1,1,2
56784_c,13250,-9350,15,6,43,1,1,2
56784_c,13300,-9350,15,6,55,1,1,2
56784_c,13600,-10100,66,6,44,1,1,2
56784_c,15200,-9200,16,6,88,1,1,2
56784_c,15200,-9150,25,6,116,1,1,2
56784_c,15250,-9100,44,6,110,1,1,2
56784_c,15850,-9100,44,6,55,1,1,2
56784_c,15850,-9050,45,6,50,1,1,2
54023_b,3300,-10200,26,5,80,1,1,2
54023_b,3400,-10200,39,5,51,1,1,2
54023_b,3450,-10050,126,5,110,1,1,2
54023_b,5550,-8800,34,5,62,1,1,2
54023_b,6450,-9150,51,5,121,1,1,2
56784_c,13650,-10150,30,5,21,1,1,2
56784_c,15200,-9100,28,5,117,1,1,2
56784_c,15600,-8800,19,5,54,1,1,2
56784_c,15850,-9150,38,5,49,1,1,2
56784_c,18700,-8650,90,5,56,1,1,2
54023_b,1850,-10100,18,42,122,0,1,1
54023_b,1250,-10800,18,29,117,0,1,1
54023_b,1400,-10800,18,28,101,0,1,1
54023_b,1500,-10650,25,28,105,1,0,1
54023_b,1950,-9850,49,28,85,0,1,1
54023_b,1300,-10800,21,27,100,0,1,1
54023_b,2000,-9850,70,26,103,0,1,1
54023_b,1500,-10700,24,25,116,1,0,1
54023_b,1350,-10800,21,23,94,0,1,1
54023_b,3450,-9650,30,23,188,0,1,1
54023_b,1500,-10600,45,22,109,1,0,1
54023_b,5850,-9200,21,21,80,0,1,1
56784_c,18550,-8800,16,21,80,1,0,1
54023_b,3400,-9700,53,20,170,0,1,1
56784_c,13400,-10000,43,19,73,1,0,1
56784_c,13450,-10000,54,17,79,1,0,1
54023_b,2050,-9850,118,16,113,0,1,1
54023_b,2000,-10350,31,12,119,0,1,1
56784_c,14000,-8750,19,12,60,1,0,1
54023_b,2450,-10050,18,11,157,1,0,1
56784_c,14450,-8750,42,11,63,1,0,1
56784_c,14050,-8750,28,10,63,1,0,1
56784_c,14100,-8750,26,10,70,1,0,1
54023_b,3300,-9750,161,8,127,1,0,1
54023_b,3350,-9750,141,8,152,1,0,1
54023_b,5950,-8800,37,8,67,1,0,1
54023_b,6200,-9050,37,8,126,1,0,1
54023_b,5600,-9000,45,7,87,0,1,1
54023_b,5600,-8950,49,7,86,0,1,1
54023_b,6250,-9100,53,7,151,1,0,1
56784_c,17000,-9300,16,7,45,0,1,1
54023_b,6350,-9100,81,6,142,1,0,1
54023_b,6400,-9100,78,6,132,1,0,1
56784_c,14150,-8750,21,6,66,1,0,1
54023_b,5850,-8850,28,5,63,1,0,1
54023_b,1600,-10450,21,38,63,0,0,0
54023_b,1600,-10400,21,38,60,0,0,0
54023_b,1600,-10550,21,36,91,0,0,0
54023_b,1600,-10500,21,36,74,0,0,0
54023_b,1550,-10600,27,34,106,0,0,0
54023_b,2800,-9900,20,31,163,0,0,0
54023_b,2800,-9950,17,30,162,0,0,0
54023_b,1550,-10550,40,29,95,0,0,0
54023_b,1550,-10500,37,29,85,0,0,0
54023_b,1550,-10450,34,29,71,0,0,0
54023_b,1550,-10400,33,29,65,0,0,0
54023_b,2900,-9950,60,29,141,0,0,0
54023_b,1200,-10650,20,28,123,0,0,0
54023_b,2850,-9950,33,28,149,0,0,0
54023_b,2850,-9900,38,28,150,0,0,0
54023_b,2900,-10000,41,28,143,0,0,0
54023_b,2900,-9900,65,28,132,0,0,0
56784_c,18100,-9100,20,27,82,0,0,0
56784_c,17350,-9100,44,25,99,0,0,0
56784_c,17300,-9100,53,23,100,0,0,0
56784_c,18050,-9100,15,23,79,0,0,0
54023_b,1200,-10700,20,22,125,0,0,0
56784_c,16200,-8350,16,21,54,0,0,0
56784_c,17250,-9100,55,21,81,0,0,0
56784_c,18500,-8900,15,21,55,0,0,0
54023_b,1950,-9800,32,20,85,0,0,0
54023_b,2950,-10000,67,20,145,0,0,0
56784_c,18500,-9200,20,20,100,0,0,0
54023_b,3450,-9700,33,19,184,0,0,0
56784_c,17200,-8600,18,19,100,0,0,0
54023_b,2000,-10450,20,18,100,0,0,0
54023_b,2000,-9800,54,18,101,0,0,0
54023_b,2950,-9950,102,18,128,0,0,0
56784_c,15550,-9000,54,18,67,0,0,0
54023_b,1950,-9750,18,17,69,0,0,0
54023_b,2950,-9900,119,17,115,0,0,0
56784_c,14550,-8850,19,17,39,0,0,0
56784_c,15550,-8950,28,17,67,0,0,0
54023_b,4450,-9550,24,16,84,0,0,0
54023_b,5700,-9200,21,16,82,0,0,0
56784_c,14500,-8800,38,16,50,0,0,0
56784_c,14550,-8800,33,16,50,0,0,0
56784_c,14600,-8750,15,16,43,0,0,0
56784_c,14600,-8700,16,16,47,0,0,0
56784_c,14600,-8650,15,16,56,0,0,0
56784_c,14850,-8950,17,16,59,0,0,0
56784_c,18400,-8900,18,16,47,0,0,0
56784_c,18450,-8900,15,16,50,0,0,0
56784_c,18550,-8900,15,16,48,0,0,0
54023_b,1200,-10750,20,15,134,0,0,0
54023_b,2000,-10400,26,15,108,0,0,0
56784_c,13250,-9600,15,15,42,0,0,0
56784_c,14450,-8800,40,15,57,0,0,0
56784_c,14500,-8850,21,15,35,0,0,0
56784_c,14600,-8800,15,15,44,0,0,0
56784_c,15550,-9050,69,15,76,0,0,0
56784_c,17800,-8500,20,15,41,0,0,0
54023_b,5800,-9200,23,14,70,0,0,0
56784_c,14450,-8850,21,14,40,0,0,0
56784_c,14550,-8750,33,14,50,0,0,0
56784_c,14550,-8700,40,14,58,0,0,0
56784_c,14550,-8650,39,14,62,0,0,0
56784_c,14800,-9000,15,14,46,0,0,0
56784_c,15550,-8900,17,14,55,0,0,0
54023_b,4050,-9650,16,13,133,0,0,0
54023_b,4450,-9600,30,13,86,0,0,0
56784_c,13500,-10050,93,13,92,0,0,0
56784_c,14500,-8750,38,13,50,0,0,0
56784_c,14500,-8700,45,13,65,0,0,0
56784_c,14500,-8650,49,13,66,0,0,0
56784_c,14900,-8950,26,13,48,0,0,0
56784_c,17750,-8500,19,13,45,0,0,0
54023_b,2050,-9800,101,12,115,0,0,0
54023_b,2150,-10050,69,12,169,0,0,0
54023_b,2900,-9600,31,12,166,0,0,0
54023_b,3450,-9750,38,12,179,0,0,0
54023_b,5750,-9200,21,12,68,0,0,0
56784_c,13250,-9550,17,11,47,0,0,0
56784_c,14800,-9050,15,11,39,0,0,0
56784_c,15550,-8850,16,11,42,0,0,0
54023_b,3400,-9750,59,10,169,0,0,0
56784_c,13550,-10050,93,10,81,0,0,0
56784_c,17850,-8500,27,10,39,0,0,0
56784_c,17950,-8500,22,10,44,0,0,0
56784_c,18000,-8500,15,10,45,0,0,0
54023_b,4100,-9650,31,9,124,0,0,0
54023_b,5500,-8950,49,9,85,0,0,0
54023_b,5550,-8950,47,9,84,0,0,0
56784_c,17800,-8450,20,9,31,0,0,0
56784_c,17800,-8400,20,9,24,0,0,0
56784_c,17950,-8450,22,9,38,0,0,0
56784_c,18000,-8450,15,9,38,0,0,0
56784_c,18850,-8750,15,9,55,0,0,0
54023_b,250,-10650,41,8,202,0,0,0
54023_b,4150,-9650,87,8,104,0,0,0
54023_b,4150,-9550,29,8,65,0,0,0
54023_b,5500,-9000,34,8,84,0,0,0
54023_b,5500,-8900,56,8,79,0,0,0
54023_b,5550,-9000,40,8,82,0,0,0
56784_c,14550,-8500,22,8,48,0,0,0
56784_c,15550,-9100,73,8,83,0,0,0
56784_c,17900,-8500,29,8,34,0,0,0
54023_b,250,-10700,21,7,235,0,0,0
54023_b,400,-10650,32,7,140,0,0,0
54023_b,3950,-9900,70,7,90,0,0,0
54023_b,4150,-9600,53,7,94,0,0,0
54023_b,5500,-8850,41,7,65,0,0,0
54023_b,6250,-9200,28,7,120,0,0,0
54023_b,6250,-9150,46,7,141,0,0,0
56784_c,14050,-8700,33,7,53,0,0,0
56784_c,14500,-8500,28,7,44,0,0,0
56784_c,14550,-8600,36,7,57,0,0,0
56784_c,14550,-8550,21,7,48,0,0,0
56784_c,15550,-9150,75,7,71,0,0,0
56784_c,15650,-8750,20,7,53,0,0,0
56784_c,17750,-8450,19,7,32,0,0,0
56784_c,17750,-8400,19,7,24,0,0,0
56784_c,17950,-8400,22,7,25,0,0,0
54023_b,200,-10650,86,6,195,0,0,0
54023_b,250,-10600,44,6,163,0,0,0
54023_b,300,-10700,15,6,229,0,0,0
54023_b,300,-10650,28,6,202,0,0,0
54023_b,400,-10600,41,6,140,0,0,0
54023_b,650,-10850,143,6,99,0,0,0
54023_b,750,-10850,127,6,116,0,0,0
54023_b,3800,-9900,20,6,127,0,0,0
54023_b,3900,-9950,20,6,82,0,0,0
54023_b,3950,-9950,76,6,68,0,0,0
54023_b,3950,-9800,40,6,115,0,0,0
54023_b,5450,-8850,36,6,67,0,0,0
54023_b,6000,-8750,68,6,32,0,0,0
54023_b,6050,-8750,90,6,44,0,0,0
54023_b,6200,-9200,23,6,109,0,0,0
56784_c,13600,-10050,84,6,54,0,0,0
56784_c,14100,-8700,25,6,61,0,0,0
56784_c,14550,-8450,15,6,34,0,0,0
56784_c,14950,-8900,19,6,49,0,0,0
56784_c,15500,-9200,53,6,62,0,0,0
56784_c,17900,-8450,29,6,28,0,0,0
56784_c,18000,-8400,15,6,23,0,0,0
56784_c,19200,-8650,23,6,22,0,0,0
54023_b,150,-10650,91,5,175,0,0,0
54023_b,200,-10700,71,5,229,0,0,0
54023_b,200,-10600,66,5,164,0,0,0
54023_b,400,-10700,24,5,138,0,0,0
54023_b,400,-10550,41,5,109,0,0,0
54023_b,450,-10650,50,5,108,0,0,0
54023_b,500,-10600,108,5,112,0,0,0
54023_b,600,-11050,52,5,91,0,0,0
54023_b,600,-11000,82,5,105,0,0,0
54023_b,700,-10850,154,5,93,0,0,0
54023_b,700,-10500,101,5,137,0,0,0
54023_b,900,-10550,33,5,145,0,0,0
54023_b,3650,-9900,48,5,111,0,0,0
