sample,x0,y0,n_hep,n_cd4,n_interact_proxy,interact_frac
56784_c,17300.40965271,-9080.37451171875,96,30,23,0.766666666666667
56784_c,17300.40965271,-9030.37451171875,93,31,24,0.774193548387097
56784_c,17300.40965271,-8780.37451171875,154,33,23,0.696969696969697
56784_c,17300.40965271,-8730.37451171875,148,43,22,0.511627906976744
56784_c,17300.40965271,-8680.37451171875,120,47,22,0.468085106382979
56784_c,17300.40965271,-8630.37451171875,101,55,26,0.472727272727273
56784_c,17300.40965271,-8580.37451171875,106,46,22,0.478260869565217
56784_c,17300.40965271,-8530.37451171875,100,36,17,0.472222222222222
56784_c,17350.40965271,-9180.37451171875,122,32,29,0.90625
56784_c,17350.40965271,-9130.37451171875,99,35,28,0.8
56784_c,17350.40965271,-9080.37451171875,99,35,28,0.8
56784_c,17350.40965271,-9030.37451171875,95,36,29,0.805555555555556
56784_c,17350.40965271,-8980.37451171875,113,32,25,0.78125
56784_c,17350.40965271,-8730.37451171875,172,37,18,0.486486486486487
56784_c,17350.40965271,-8680.37451171875,146,42,18,0.428571428571429
56784_c,17350.40965271,-8630.37451171875,136,49,22,0.448979591836735
56784_c,17350.40965271,-8580.37451171875,141,43,21,0.488372093023256
56784_c,17350.40965271,-8530.37451171875,131,33,15,0.454545454545455
56784_c,17400.40965271,-9180.37451171875,132,35,34,0.971428571428571
56784_c,17400.40965271,-9130.37451171875,111,38,34,0.894736842105263
56784_c,17400.40965271,-9080.37451171875,116,36,32,0.888888888888889
56784_c,17400.40965271,-9030.37451171875,122,31,23,0.741935483870968
56784_c,18150.40965271,-9080.37451171875,112,30,26,0.866666666666667
56784_c,18150.40965271,-9030.37451171875,119,31,28,0.903225806451613
56784_c,18150.40965271,-8980.37451171875,133,31,28,0.903225806451613
56784_c,18150.40965271,-8530.37451171875,101,33,24,0.727272727272727
56784_c,18150.40965271,-8480.37451171875,83,30,21,0.7
56784_c,18200.40965271,-9080.37451171875,104,32,26,0.8125
56784_c,18200.40965271,-9030.37451171875,110,33,28,0.848484848484848
56784_c,18200.40965271,-8980.37451171875,128,31,26,0.838709677419355
56784_c,18200.40965271,-8630.37451171875,108,30,17,0.566666666666667
56784_c,18200.40965271,-8580.37451171875,88,41,19,0.463414634146342
56784_c,18200.40965271,-8530.37451171875,66,45,21,0.466666666666667
56784_c,18250.40965271,-8630.37451171875,100,52,18,0.346153846153846
56784_c,18250.40965271,-8580.37451171875,78,76,31,0.407894736842105
56784_c,18300.40965271,-9130.37451171875,85,33,21,0.636363636363636
56784_c,18300.40965271,-9080.37451171875,98,30,18,0.6
56784_c,18300.40965271,-9030.37451171875,116,33,20,0.606060606060606
56784_c,18300.40965271,-8630.37451171875,73,66,19,0.287878787878788
56784_c,18350.40965271,-9180.37451171875,89,42,15,0.357142857142857
56784_c,18350.40965271,-9130.37451171875,72,44,18,0.409090909090909
56784_c,18350.40965271,-9080.37451171875,84,43,16,0.372093023255814
56784_c,18350.40965271,-9030.37451171875,105,40,16,0.4
56784_c,18350.40965271,-8980.37451171875,129,30,13,0.433333333333333
56784_c,18350.40965271,-8680.37451171875,76,30,15,0.5
56784_c,18400.40965271,-9230.37451171875,115,41,17,0.414634146341463
56784_c,18400.40965271,-9180.37451171875,73,64,20,0.3125
56784_c,18400.40965271,-9080.37451171875,70,56,10,0.178571428571429
56784_c,18400.40965271,-9030.37451171875,95,44,10,0.227272727272727
56784_c,18400.40965271,-8680.37451171875,63,30,14,0.466666666666667
56784_c,18450.40965271,-9330.37451171875,109,30,14,0.466666666666667
56784_c,18450.40965271,-9280.37451171875,118,48,18,0.375
56784_c,18450.40965271,-9230.37451171875,83,66,20,0.303030303030303
56784_c,18450.40965271,-9080.37451171875,63,61,6,0.0983606557377049
56784_c,18450.40965271,-9030.37451171875,92,45,6,0.133333333333333
56784_c,18450.40965271,-8680.37451171875,71,31,17,0.548387096774194
56784_c,18500.40965271,-9380.37451171875,67,38,12,0.315789473684211
56784_c,18500.40965271,-9330.37451171875,80,64,15,0.234375
56784_c,18500.40965271,-9280.37451171875,85,82,19,0.231707317073171
56784_c,18500.40965271,-9030.37451171875,90,49,12,0.244897959183673
56784_c,18550.40965271,-9080.37451171875,61,63,13,0.206349206349206
56784_c,18550.40965271,-9030.37451171875,93,43,11,0.255813953488372
56784_c,18550.40965271,-8680.37451171875,68,31,16,0.516129032258065
56784_c,18600.40965271,-9080.37451171875,78,54,20,0.37037037037037
56784_c,18600.40965271,-9030.37451171875,106,39,18,0.461538461538462
56784_c,18600.40965271,-8730.37451171875,111,30,20,0.666666666666667
56784_c,18600.40965271,-8680.37451171875,66,34,21,0.617647058823529
56784_c,18650.40965271,-9230.37451171875,73,93,20,0.21505376344086
56784_c,18650.40965271,-9180.37451171875,81,90,22,0.244444444444444
56784_c,18650.40965271,-9130.37451171875,88,64,27,0.421875
56784_c,18650.40965271,-9080.37451171875,104,39,24,0.615384615384615
56784_c,18650.40965271,-9030.37451171875,126,33,22,0.666666666666667
56784_c,18650.40965271,-8730.37451171875,100,33,16,0.484848484848485
56784_c,18650.40965271,-8680.37451171875,61,40,17,0.425
56784_c,18700.40965271,-9330.37451171875,61,59,14,0.23728813559322
56784_c,18700.40965271,-9280.37451171875,81,61,16,0.262295081967213
56784_c,18700.40965271,-9230.37451171875,113,67,21,0.313432835820896
56784_c,18700.40965271,-9180.37451171875,122,67,24,0.358208955223881
56784_c,18700.40965271,-9130.37451171875,127,48,28,0.583333333333333
56784_c,18700.40965271,-8730.37451171875,97,33,15,0.454545454545455
56784_c,18750.40965271,-9230.37451171875,143,32,21,0.65625
56784_c,18750.40965271,-9180.37451171875,146,32,23,0.71875
56784_c,18750.40965271,-8730.37451171875,92,31,14,0.451612903225806
