sample,x0,y0,n_hep,n_cd4,hep_with_cd4_contact,contact_frac,score
24774_d,15893.8946533203,-1402.76489257813,64,37,3,0.046875,3
24774_d,15893.8946533203,-1352.76489257813,46,37,3,0.0652173913043478,3
24774_d,15893.8946533203,-1302.76489257813,35,35,2,0.0571428571428571,2
24774_d,15893.8946533203,-1052.76489257813,32,142,1,0.03125,1
24774_d,15893.8946533203,-1002.76489257813,48,144,4,0.0833333333333333,4
24774_d,15893.8946533203,-952.764892578125,45,130,4,0.0888888888888889,4
24774_d,15943.8946533203,-1502.76489257813,92,32,3,0.0326086956521739,3
24774_d,15943.8946533203,-1452.76489257813,69,37,3,0.0434782608695652,3
24774_d,15943.8946533203,-1402.76489257813,57,38,7,0.12280701754386,7
24774_d,15943.8946533203,-1352.76489257813,36,38,7,0.194444444444444,7
24774_d,15943.8946533203,-1252.76489257813,31,12,4,0.129032258064516,4
24774_d,15943.8946533203,-1202.76489257813,36,16,4,0.111111111111111,4
24774_d,15943.8946533203,-1052.76489257813,31,178,2,0.0645161290322581,2
24774_d,15943.8946533203,-1002.76489257813,36,202,5,0.138888888888889,5
24774_d,15993.8946533203,-1502.76489257813,98,18,1,0.0102040816326531,1
24774_d,15993.8946533203,-1452.76489257813,73,20,1,0.0136986301369863,1
24774_d,15993.8946533203,-1402.76489257813,58,21,5,0.0862068965517242,5
24774_d,15993.8946533203,-1352.76489257813,41,21,5,0.121951219512195,5
24774_d,15993.8946533203,-1302.76489257813,38,20,4,0.105263157894737,4
24774_d,15993.8946533203,-1252.76489257813,49,5,4,0.0816326530612245,4
24774_d,15993.8946533203,-1202.76489257813,60,8,4,0.0666666666666667,4
24774_d,15993.8946533203,-1152.76489257813,54,51,1,0.0185185185185185,1
24774_d,15993.8946533203,-1102.76489257813,54,114,3,0.0555555555555556,3
24774_d,15993.8946533203,-1052.76489257813,44,181,3,0.0681818181818182,3
24774_d,15993.8946533203,-1002.76489257813,33,224,6,0.181818181818182,6
24774_d,16043.8946533203,-1202.76489257813,77,6,4,0.051948051948052,4
24774_d,16043.8946533203,-1152.76489257813,77,44,1,0.012987012987013,1
24774_d,16043.8946533203,-1102.76489257813,81,104,3,0.037037037037037,3
24774_d,16043.8946533203,-1052.76489257813,72,175,6,0.0833333333333333,6
24774_d,16043.8946533203,-1002.76489257813,57,221,8,0.140350877192982,8
24774_d,16043.8946533203,-952.764892578125,35,224,10,0.285714285714286,10
24774_d,16093.8946533203,-1152.76489257813,83,32,1,0.0120481927710843,1
24774_d,16093.8946533203,-1102.76489257813,91,79,3,0.032967032967033,3
24774_d,16093.8946533203,-1052.76489257813,87,140,6,0.0689655172413793,6
24774_d,16093.8946533203,-1002.76489257813,73,187,10,0.136986301369863,10
24774_d,16093.8946533203,-952.764892578125,54,198,14,0.259259259259259,14
24774_d,16143.8946533203,-1102.76489257813,81,14,2,0.0246913580246914,2
24774_d,16143.8946533203,-1052.76489257813,80,66,5,0.0625,5
24774_d,16143.8946533203,-1002.76489257813,74,104,7,0.0945945945945946,7
24774_d,16143.8946533203,-952.764892578125,59,118,12,0.203389830508475,12
24774_d,16193.8946533203,-1052.76489257813,67,19,4,0.0597014925373134,4
24774_d,16193.8946533203,-1002.76489257813,68,39,8,0.117647058823529,8
24774_d,16193.8946533203,-952.764892578125,67,51,13,0.194029850746269,13
24774_d,16243.8946533203,-1002.76489257813,55,8,7,0.127272727272727,7
24774_d,16243.8946533203,-952.764892578125,59,14,10,0.169491525423729,10
24774_d,16293.8946533203,-952.764892578125,38,9,7,0.184210526315789,7
