unified_int,type_int,original,simulations,enrichm,p_higher_orig,p_lower_orig,p.adj_higher,p.adj_lower,PI_value,int_ranking,sample_id,condition,from_label,to_label
IgG+ B cell--IgG+ B cell,homo,1717,237.146,2.8508118145687,0,1,0,1,8.5524354437061,4,56784_c,AIH,IgG+ B cell,IgG+ B cell
Ig+ hepatocyte--Ig+ hepatocyte,homo,74,12.734,2.44913872688113,0,1,0,1,7.34741618064338,5,56784_c,AIH,Ig+ hepatocyte,Ig+ hepatocyte
IgG+ plasmablast / plasma cell--IgG+ plasmablast / plasma cell,homo,1858,403.759,2.19939170528149,0,1,0,1,6.59817511584449,6,56784_c,AIH,IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell
CD8+ T cell 3--CD8+ T cell 3,homo,99,22.835,2.06884646947977,0,1,0,1,6.20653940843932,7,56784_c,AIH,CD8+ T cell 3,CD8+ T cell 3
CD4+ T cell--CD4+ T cell,homo,1535,380.903,2.00790005799799,0,1,0,1,6.02370017399397,8,56784_c,AIH,CD4+ T cell,CD4+ T cell
CD4+ T cell--IgM+ B cell,hetero,1349,346.655,1.95723116353716,0,1,0,1,5.87169349061148,9,56784_c,AIH,CD4+ T cell,IgM+ B cell
Hepatocyte 4--Hepatocyte 4,homo,480,136.968,1.80170320376538,0,1,0,1,5.40510961129614,10,56784_c,AIH,Hepatocyte 4,Hepatocyte 4
Hepatocyte 3--Hepatocyte 3,homo,164,50.668,1.67512307933336,0,1,0,1,5.02536923800008,11,56784_c,AIH,Hepatocyte 3,Hepatocyte 3
IgG+ B cell--IgG+ plasmablast / plasma cell,hetero,1697,620.704,1.44953669267423,0,1,0,1,4.34861007802269,12,56784_c,AIH,IgG+ B cell,IgG+ plasmablast / plasma cell
IgG+ B cell--Vascular endothelial cell,hetero,610,241.147,1.33528925078579,0,1,0,1,4.00586775235738,13,56784_c,AIH,IgG+ B cell,Vascular endothelial cell
CD8+ T cell 2--CD8+ T cell 2,homo,209,87.165,1.252111378649,0,1,0,1,3.75633413594701,14,56784_c,AIH,CD8+ T cell 2,CD8+ T cell 2
Hepatocyte 2--Hepatocyte 2,homo,1774,803.233,1.1421335842125,0,1,0,1,3.42640075263751,15,56784_c,AIH,Hepatocyte 2,Hepatocyte 2
Hepatocyte 2--Hepatocyte 3,hetero,860,402.683,1.09279040466078,0,1,0,1,3.27837121398235,16,56784_c,AIH,Hepatocyte 2,Hepatocyte 3
Sinusoidal endothelial cell--Sinusoidal endothelial cell,homo,292,142.375,1.03110717840642,0,1,0,1,3.09332153521927,17,56784_c,AIH,Sinusoidal endothelial cell,Sinusoidal endothelial cell
Stellate cell--Stellate cell,homo,1673,885.541,0.917040269566055,0,1,0,1,2.75112080869817,18,56784_c,AIH,Stellate cell,Stellate cell
Macrophage 1--Macrophage 1,homo,3742,1983.388,0.915500910140179,0,1,0,1,2.74650273042054,19,56784_c,AIH,Macrophage 1,Macrophage 1
Macrophage 2--Macrophage 2,homo,1756,976.162,0.846444525245664,0,1,0,1,2.53933357573699,20,56784_c,AIH,Macrophage 2,Macrophage 2
IgG+ plasmablast / plasma cell--Vascular endothelial cell,hetero,559,316.013,0.820884823868729,0,1,0,1,2.46265447160619,21,56784_c,AIH,IgG+ plasmablast / plasma cell,Vascular endothelial cell
Hepatocyte 1--Hepatocyte 2,hetero,7040,4010.415,0.811669115030974,0,1,0,1,2.43500734509292,22,56784_c,AIH,Hepatocyte 1,Hepatocyte 2
Hepatocyte 1--Hepatocyte 1,homo,8793,5014.885,0.810015260932062,0,1,0,1,2.43004578279618,23,56784_c,AIH,Hepatocyte 1,Hepatocyte 1
IgM+ B cell--Vascular endothelial cell,hetero,243,139.2,0.799394798439626,0,1,0,1,2.39818439531888,24,56784_c,AIH,IgM+ B cell,Vascular endothelial cell
Cholangiocyte--Ig+ hepatocyte,hetero,176,104.243,0.750025081421641,0,1,0,1,2.25007524426492,25,56784_c,AIH,Cholangiocyte,Ig+ hepatocyte
Stellate cell--Vascular endothelial cell,hetero,769,466.636,0.719472448738894,0,1,0,1,2.15841734621668,26,56784_c,AIH,Stellate cell,Vascular endothelial cell
CD4+ T cell--Vascular endothelial cell,hetero,505,306.774,0.717266023478928,0,1,0,1,2.15179807043678,27,56784_c,AIH,CD4+ T cell,Vascular endothelial cell
CD8+ T cell 3--Hepatocyte 4,hetero,183,112.627,0.695400078114276,0,1,0,1,2.08620023434283,28,56784_c,AIH,CD8+ T cell 3,Hepatocyte 4
Hepatocyte 2--Hepatocyte 4,hetero,1054,664.521,0.664686903839138,0,1,0,1,1.99406071151742,29,56784_c,AIH,Hepatocyte 2,Hepatocyte 4
CD8+ T cell 2--Hepatocyte 1,hetero,2048,1324.427,0.628462770679767,0,1,0,1,1.8853883120393,30,56784_c,AIH,CD8+ T cell 2,Hepatocyte 1
Hepatocyte 1--Hepatocyte 4,hetero,2540,1658.228,0.614884229984591,0,1,0,1,1.84465268995377,31,56784_c,AIH,Hepatocyte 1,Hepatocyte 4
Hepatocyte 4--Sinusoidal endothelial cell,hetero,428,280.591,0.607376423347843,0,1,0,1,1.82212927004353,32,56784_c,AIH,Hepatocyte 4,Sinusoidal endothelial cell
Hepatocyte 1--Hepatocyte 3,hetero,1507,1004.386,0.58488692384916,0,1,0,1,1.75466077154748,33,56784_c,AIH,Hepatocyte 1,Hepatocyte 3
CD8+ T cell 1--CD8+ T cell 1,homo,3596,2414.35,0.574561899324147,0,1,0,1,1.72368569797244,34,56784_c,AIH,CD8+ T cell 1,CD8+ T cell 1
IgG+ B cell--IgM+ B cell,hetero,400,273.544,0.546564854317459,0,1,0,1,1.63969456295238,35,56784_c,AIH,IgG+ B cell,IgM+ B cell
IgG+ B cell--Stellate cell,hetero,1320,915.123,0.528017251821227,0,1,0,1,1.58405175546368,36,56784_c,AIH,IgG+ B cell,Stellate cell
Hepatocyte 1--Sinusoidal endothelial cell,hetero,2411,1690.45,0.511969376170655,0,1,0,1,1.53590812851197,37,56784_c,AIH,Hepatocyte 1,Sinusoidal endothelial cell
CD8+ T cell 2--Hepatocyte 4,hetero,312,218.987,0.50874438608832,0,1,0,1,1.52623315826496,38,56784_c,AIH,CD8+ T cell 2,Hepatocyte 4
CD4+ T cell--Macrophage 2,hetero,1700,1222.29,0.475616683198143,0,1,0,1,1.42685004959443,39,56784_c,AIH,CD4+ T cell,Macrophage 2
CD8+ T cell 2--Hepatocyte 2,hetero,733,529.548,0.468296781807266,0,1,0,1,1.4048903454218,40,56784_c,AIH,CD8+ T cell 2,Hepatocyte 2
CD4+ T cell--IgG+ plasmablast / plasma cell,hetero,1066,784.179,0.442466683320761,0,1,0,1,1.32740004996228,41,56784_c,AIH,CD4+ T cell,IgG+ plasmablast / plasma cell
Ig+ hepatocyte--IgG+ plasmablast / plasma cell,hetero,191,142.61,0.418950099054958,0,1,0,1,1.25685029716487,42,56784_c,AIH,Ig+ hepatocyte,IgG+ plasmablast / plasma cell
Cholangiocyte--Vascular endothelial cell,hetero,310,232.952,0.410702018348193,0,1,0,1,1.23210605504458,43,56784_c,AIH,Cholangiocyte,Vascular endothelial cell
Hepatocyte 3--Hepatocyte 4,hetero,222,167.002,0.408565302302813,0,1,0,1,1.22569590690844,44,56784_c,AIH,Hepatocyte 3,Hepatocyte 4
CD4+ T cell--IgG+ B cell,hetero,791,601.554,0.394409890968569,0,1,0,1,1.18322967290571,45,56784_c,AIH,CD4+ T cell,IgG+ B cell
CD8+ T cell 1--CD8+ T cell 3,hetero,618,471.995,0.388114476431594,0,1,0,1,1.16434342929478,46,56784_c,AIH,CD8+ T cell 1,CD8+ T cell 3
Macrophage 2--Vascular endothelial cell,hetero,627,490.446,0.353731656919662,0,1,0,1,1.06119497075898,47,56784_c,AIH,Macrophage 2,Vascular endothelial cell
CD8+ T cell 1--Macrophage 1,hetero,5562,4372.452,0.347090645702048,0,1,0,1,1.04127193710614,48,56784_c,AIH,CD8+ T cell 1,Macrophage 1
IgG+ plasmablast / plasma cell--Macrophage 2,hetero,1587,1255.299,0.338031045002544,0,1,0,1,1.01409313500763,49,56784_c,AIH,IgG+ plasmablast / plasma cell,Macrophage 2
Hepatocyte 2--Sinusoidal endothelial cell,hetero,846,676.264,0.32264365828513,0,1,0,1,0.967930974855388,50,56784_c,AIH,Hepatocyte 2,Sinusoidal endothelial cell
IgM+ B cell--Macrophage 2,hetero,692,553.462,0.321766763553746,0,1,0,1,0.965300290661238,51,56784_c,AIH,IgM+ B cell,Macrophage 2
CD8+ T cell 2--CD8+ T cell 3,hetero,116,89.441,0.37145968073724,0.001,0.999,0.00275806451612904,1,0.900803012333083,52,56784_c,AIH,CD8+ T cell 2,CD8+ T cell 3
IgG+ B cell--Macrophage 2,hetero,1181,961.278,0.29670438476323,0,1,0,1,0.890113154289689,53,56784_c,AIH,IgG+ B cell,Macrophage 2
Cholangiocyte--IgG+ plasmablast / plasma cell,hetero,732,596.099,0.295843045817192,0,1,0,1,0.887529137451577,54,56784_c,AIH,Cholangiocyte,IgG+ plasmablast / plasma cell
Macrophage 2--Stellate cell,hetero,2245,1855.549,0.274734534913701,0,1,0,1,0.824203604741101,55,56784_c,AIH,Macrophage 2,Stellate cell
CD8+ T cell 1--CD8+ T cell 2,hetero,1113,920.858,0.273132787836059,0,1,0,1,0.819398363508178,56,56784_c,AIH,CD8+ T cell 1,CD8+ T cell 2
CD4+ T cell--Stellate cell,hetero,1401,1160.973,0.270909803169485,0,1,0,1,0.812729409508456,57,56784_c,AIH,CD4+ T cell,Stellate cell
Cholangiocyte--Macrophage 2,hetero,1103,926.529,0.251275877451,0,1,0,1,0.753827632352999,58,56784_c,AIH,Cholangiocyte,Macrophage 2
Hepatocyte 1--Ig+ hepatocyte,hetero,586,501.003,0.225664517501531,0,1,0,1,0.676993552504593,59,56784_c,AIH,Hepatocyte 1,Ig+ hepatocyte
CD8+ T cell 3--Macrophage 1,hetero,492,426.599,0.205329167484746,0,1,0,1,0.615987502454237,60,56784_c,AIH,CD8+ T cell 3,Macrophage 1
CD8+ T cell 2--Sinusoidal endothelial cell,hetero,269,223.792,0.264368714091368,0.002,0.998,0.00534375,1,0.580990946243145,61,56784_c,AIH,CD8+ T cell 2,Sinusoidal endothelial cell
CD8+ T cell 2--Macrophage 1,hetero,932,831.821,0.163870633700651,0,1,0,1,0.491611901101952,62,56784_c,AIH,CD8+ T cell 2,Macrophage 1
CD8+ T cell 1--Sinusoidal endothelial cell,hetero,1305,1175.863,0.150208512552544,0,1,0,1,0.450625537657631,63,56784_c,AIH,CD8+ T cell 1,Sinusoidal endothelial cell
IgM+ B cell--Stellate cell,hetero,589,526.126,0.162567101060092,0.002,0.998,0.00534375,1,0.357266230225203,64,56784_c,AIH,IgM+ B cell,Stellate cell
Hepatocyte 3--Sinusoidal endothelial cell,hetero,197,169.788,0.213293819214637,0.018,0.985,0.0473538461538462,1,0.280602731251403,65,56784_c,AIH,Hepatocyte 3,Sinusoidal endothelial cell
Hepatocyte 3--Ig+ hepatocyte,hetero,62,50.224,0.29853191353656,0.0540000000000001,0.957,0.137820895522388,1,0.256004597059069,66,56784_c,AIH,Hepatocyte 3,Ig+ hepatocyte
IgG+ plasmablast / plasma cell--IgM+ B cell,hetero,389,356.758,0.124490095859329,0.04,0.963,0.103636363636364,1,0.122039802309239,67,56784_c,AIH,IgG+ plasmablast / plasma cell,IgM+ B cell
IgG+ plasmablast / plasma cell--Stellate cell,hetero,1244,1195.16,0.0577353629850099,0.068,0.937,0.171,1,0.044137042609507,68,56784_c,AIH,IgG+ plasmablast / plasma cell,Stellate cell
Cholangiocyte--IgG+ B cell,hetero,480,456.238,0.073091586389102,0.135,0.874,0.334565217391304,1,0.0346617158879592,69,56784_c,AIH,Cholangiocyte,IgG+ B cell
CD8+ T cell 2--Hepatocyte 3,hetero,141,133.133,0.082226710538373,0.248,0.782,0.597295774647887,1,0.0183434687785148,70,56784_c,AIH,CD8+ T cell 2,Hepatocyte 3
Macrophage 1--Sinusoidal endothelial cell,hetero,1087,1063.7,0.0312315763556011,0.222,0.789,0.542314285714286,1,0.00827477103957373,71,56784_c,AIH,Macrophage 1,Sinusoidal endothelial cell
Hepatocyte 4--Ig+ hepatocyte,hetero,83,82.467,0.00918340990450038,0.494,0.557,1,0.971908163265306,0.00010954111481005,72,56784_c,AIH,Hepatocyte 4,Ig+ hepatocyte
CD8+ T cell 1--Macrophage 2,hetero,3075,3068.713,0.00295172484822845,0.453,0.557,1,0.971908163265306,3.52086244488571e-05,73,56784_c,AIH,CD8+ T cell 1,Macrophage 2
Sinusoidal endothelial cell--Stellate cell,hetero,711,710.6,0.000810730586600256,0.491,0.525,1,0.93515625,2.32287762281451e-05,74,56784_c,AIH,Sinusoidal endothelial cell,Stellate cell
Macrophage 1--Macrophage 2,hetero,2790,2779.115,0.00563756285872042,0.421,0.588,0.999875,1,-2.141380418441e-06,75,56784_c,AIH,Macrophage 1,Macrophage 2
Ig+ hepatocyte--IgG+ B cell,hetero,111,109.394,0.0208369696366875,0.436,0.599,1,1,-9.04485925653135e-06,76,56784_c,AIH,Ig+ hepatocyte,IgG+ B cell
Hepatocyte 2--Ig+ hepatocyte,hetero,199,200.122,-0.00807090140912162,0.54,0.484,1,0.8712,-0.000479281744742179,77,56784_c,AIH,Hepatocyte 2,Ig+ hepatocyte
Cholangiocyte--Stellate cell,hetero,876,883.434,-0.012177644592385,0.61,0.402,1,0.731297872340426,-0.00164778421775203,78,56784_c,AIH,Cholangiocyte,Stellate cell
CD8+ T cell 3--Ig+ hepatocyte,hetero,32,34.129,-0.0901964841821353,0.667,0.394,1,0.724451612903226,-0.012572627679445,79,56784_c,AIH,CD8+ T cell 3,Ig+ hepatocyte
CD8+ T cell 3--Sinusoidal endothelial cell,hetero,109,114.269,-0.0675010485665715,0.697,0.343,1,0.637532608695652,-0.0131503463249945,80,56784_c,AIH,CD8+ T cell 3,Sinusoidal endothelial cell
CD4+ T cell--CD8+ T cell 1,hetero,1844,1919.415,-0.0577972934868241,0.972,0.03,1,0.0589655172413794,-0.070633980813338,81,56784_c,AIH,CD4+ T cell,CD8+ T cell 1
CD8+ T cell 3--Hepatocyte 3,hetero,60,68.047,-0.178769489995404,0.859,0.177,1,0.332604395604396,-0.085231614340257,82,56784_c,AIH,CD8+ T cell 3,Hepatocyte 3
Hepatocyte 4--Macrophage 1,hetero,988,1043.542,-0.0788280768139858,0.97,0.031,1,0.0602386363636364,-0.0956164461571511,83,56784_c,AIH,Hepatocyte 4,Macrophage 1
CD8+ T cell 1--Stellate cell,hetero,2794,2921.009,-0.064112338685325,0.995,0.00600000000000001,1,0.0126666666666667,-0.119527030684289,84,56784_c,AIH,CD8+ T cell 1,Stellate cell
Cholangiocyte--IgM+ B cell,hetero,236,262.916,-0.155191758084523,0.967,0.04,1,0.0768539325842697,-0.17206411994039,85,56784_c,AIH,Cholangiocyte,IgM+ B cell
Hepatocyte 1--Macrophage 1,hetero,6046,6302.527,-0.0599397038447595,1,0,1,0,-0.179819111534278,86,56784_c,AIH,Hepatocyte 1,Macrophage 1
CD8+ T cell 2--Ig+ hepatocyte,hetero,54,66.077,-0.286386547577016,0.953,0.0600000000000001,1,0.114,-0.269003502632764,87,56784_c,AIH,CD8+ T cell 2,Ig+ hepatocyte
CD8+ T cell 3--IgG+ plasmablast / plasma cell,hetero,165,193.028,-0.225081619841693,0.979,0.025,1,0.0497093023255814,-0.291460972570484,88,56784_c,AIH,CD8+ T cell 3,IgG+ plasmablast / plasma cell
Ig+ hepatocyte--Macrophage 2,hetero,190,221.372,-0.219402504097887,0.991,0.013,1,0.0264642857142857,-0.342538142601029,89,56784_c,AIH,Ig+ hepatocyte,Macrophage 2
CD8+ T cell 1--Ig+ hepatocyte,hetero,302,347.949,-0.203698403700565,0.997,0.004,1,0.00876923076923078,-0.409462234121416,90,56784_c,AIH,CD8+ T cell 1,Ig+ hepatocyte
CD8+ T cell 3--Hepatocyte 2,hetero,232,271.065,-0.223621417091235,0.995,0.00600000000000001,1,0.0126666666666667,-0.41690577087693,91,56784_c,AIH,CD8+ T cell 3,Hepatocyte 2
CD8+ T cell 1--Hepatocyte 1,hetero,6309,6962.886,-0.142252580810938,1,0,1,0,-0.426757742432815,92,56784_c,AIH,CD8+ T cell 1,Hepatocyte 1
CD8+ T cell 3--Stellate cell,hetero,243,284.094,-0.224556529294325,0.996,0.005,1,0.0108227848101266,-0.432783356071573,93,56784_c,AIH,CD8+ T cell 3,Stellate cell
Hepatocyte 2--Macrophage 1,hetero,2280,2520.29,-0.144495620574451,1,0,1,0,-0.433486861723353,94,56784_c,AIH,Hepatocyte 2,Macrophage 1
CD8+ T cell 3--Vascular endothelial cell,hetero,57,75.03,-0.390515890831812,0.986,0.019,1,0.0382235294117647,-0.549242375165133,95,56784_c,AIH,CD8+ T cell 3,Vascular endothelial cell
CD8+ T cell 1--Hepatocyte 4,hetero,1011,1152.044,-0.188238277051665,1,0,1,0,-0.564714831154996,96,56784_c,AIH,CD8+ T cell 1,Hepatocyte 4
CD8+ T cell 3--Hepatocyte 1,hetero,592,678.487,-0.196413844727728,1,0,1,0,-0.589241534183184,97,56784_c,AIH,CD8+ T cell 3,Hepatocyte 1
CD8+ T cell 1--IgG+ plasmablast / plasma cell,hetero,1715,1973.584,-0.202499189387608,1,0,1,0,-0.607497568162825,98,56784_c,AIH,CD8+ T cell 1,IgG+ plasmablast / plasma cell
CD8+ T cell 3--IgM+ B cell,hetero,64,84.662,-0.398215642912263,0.993,0.01,1,0.0206024096385542,-0.663227278316495,99,56784_c,AIH,CD8+ T cell 3,IgM+ B cell
CD4+ T cell--CD8+ T cell 3,hetero,148,187.452,-0.338884775404091,0.997,0.003,1,0.00675000000000001,-0.715283518491946,100,56784_c,AIH,CD4+ T cell,CD8+ T cell 3
Ig+ hepatocyte--Sinusoidal endothelial cell,hetero,62,84.652,-0.443135105453803,0.996,0.00700000000000001,1,0.0145975609756098,-0.800720013297554,101,56784_c,AIH,Ig+ hepatocyte,Sinusoidal endothelial cell
CD8+ T cell 3--Macrophage 2,hetero,248,299.507,-0.271252855124515,1,0,1,0,-0.813758565373546,102,56784_c,AIH,CD8+ T cell 3,Macrophage 2
Macrophage 1--Stellate cell,hetero,2157,2642.151,-0.292563981919875,1,0,1,0,-0.877691945759626,103,56784_c,AIH,Macrophage 1,Stellate cell
Hepatocyte 3--Stellate cell,hetero,341,422.994,-0.310047524036989,1,0,1,0,-0.930142572110968,104,56784_c,AIH,Hepatocyte 3,Stellate cell
Ig+ hepatocyte--Macrophage 1,hetero,249,314.641,-0.336356520650482,1,0,1,0,-1.00906956195145,105,56784_c,AIH,Ig+ hepatocyte,Macrophage 1
Ig+ hepatocyte--Stellate cell,hetero,166,211.069,-0.344685642096881,1,0,1,0,-1.03405692629064,106,56784_c,AIH,Ig+ hepatocyte,Stellate cell
CD8+ T cell 1--Hepatocyte 2,hetero,2108,2785.021,-0.401647037352312,1,0,1,0,-1.20494111205694,107,56784_c,AIH,CD8+ T cell 1,Hepatocyte 2
Ig+ hepatocyte--Vascular endothelial cell,hetero,36,55.975,-0.622803748748985,0.997,0.004,1,0.00876923076923078,-1.25192249791423,108,56784_c,AIH,Ig+ hepatocyte,Vascular endothelial cell
Hepatocyte 3--Macrophage 1,hetero,471,632.25,-0.42398831235066,1,0,1,0,-1.27196493705198,109,56784_c,AIH,Hepatocyte 3,Macrophage 1
Macrophage 2--Sinusoidal endothelial cell,hetero,555,745.881,-0.425793514836787,1,0,1,0,-1.27738054451036,110,56784_c,AIH,Macrophage 2,Sinusoidal endothelial cell
CD4+ T cell--Cholangiocyte,hetero,429,577.09,-0.426957456520007,1,0,1,0,-1.28087236956002,111,56784_c,AIH,CD4+ T cell,Cholangiocyte
Hepatocyte 3--Macrophage 2,hetero,329,443.513,-0.429759587522714,1,0,1,0,-1.28927876256814,112,56784_c,AIH,Hepatocyte 3,Macrophage 2
CD8+ T cell 1--Hepatocyte 3,hetero,507,697.906,-0.460269935065139,1,0,1,0,-1.38080980519542,113,56784_c,AIH,CD8+ T cell 1,Hepatocyte 3
IgG+ plasmablast / plasma cell--Macrophage 1,hetero,1289,1789.926,-0.473334661603534,1,0,1,0,-1.4200039848106,114,56784_c,AIH,IgG+ plasmablast / plasma cell,Macrophage 1
CD8+ T cell 3--Cholangiocyte,hetero,99,141.171,-0.507627214444225,1,0,1,0,-1.52288164333268,115,56784_c,AIH,CD8+ T cell 3,Cholangiocyte
CD8+ T cell 1--IgM+ B cell,hetero,612,871.237,-0.508833116439626,1,0,1,0,-1.52649934931888,116,56784_c,AIH,CD8+ T cell 1,IgM+ B cell
Cholangiocyte--Hepatocyte 3,hetero,146,210.154,-0.522479422058649,1,0,1,0,-1.56743826617595,117,56784_c,AIH,Cholangiocyte,Hepatocyte 3
Hepatocyte 2--Stellate cell,hetero,1168,1682.488,-0.526178507718804,1,0,1,0,-1.57853552315641,118,56784_c,AIH,Hepatocyte 2,Stellate cell
Hepatocyte 4--Stellate cell,hetero,482,696.357,-0.52987421921857,1,0,1,0,-1.58962265765571,119,56784_c,AIH,Hepatocyte 4,Stellate cell
Hepatocyte 1--Stellate cell,hetero,2908,4210.409,-0.533779696289926,1,0,1,0,-1.60133908886978,120,56784_c,AIH,Hepatocyte 1,Stellate cell
CD8+ T cell 2--Macrophage 2,hetero,384,584.774,-0.60548571377453,1,0,1,0,-1.81645714132359,121,56784_c,AIH,CD8+ T cell 2,Macrophage 2
CD4+ T cell--Macrophage 1,hetero,1136,1736.28,-0.611598039862311,1,0,1,0,-1.83479411958693,122,56784_c,AIH,CD4+ T cell,Macrophage 1
CD8+ T cell 2--Stellate cell,hetero,351,555.746,-0.66144385899397,1,0,1,0,-1.98433157698191,123,56784_c,AIH,CD8+ T cell 2,Stellate cell
CD8+ T cell 1--Cholangiocyte,hetero,897,1457.398,-0.699597137946513,1,0,1,0,-2.09879141383954,124,56784_c,AIH,CD8+ T cell 1,Cholangiocyte
CD8+ T cell 1--Vascular endothelial cell,hetero,472,770.792,-0.706371906155202,1,0,1,0,-2.11911571846561,125,56784_c,AIH,CD8+ T cell 1,Vascular endothelial cell
Hepatocyte 4--Macrophage 2,hetero,447,732.655,-0.711603065391801,1,0,1,0,-2.1348091961754,126,56784_c,AIH,Hepatocyte 4,Macrophage 2
Hepatocyte 2--Macrophage 2,hetero,1063,1768.061,-0.733485644436421,1,0,1,0,-2.20045693330926,127,56784_c,AIH,Hepatocyte 2,Macrophage 2
CD4+ T cell--Ig+ hepatocyte,hetero,82,138.047,-0.744389376670023,1,0,1,0,-2.23316813001007,128,56784_c,AIH,CD4+ T cell,Ig+ hepatocyte
Hepatocyte 1--Macrophage 2,hetero,2560,4427.232,-0.790023555562029,1,0,1,0,-2.37007066668609,129,56784_c,AIH,Hepatocyte 1,Macrophage 2
IgM+ B cell--Macrophage 1,hetero,411,788.245,-0.937828878442654,1,0,1,0,-2.81348663532796,130,56784_c,AIH,IgM+ B cell,Macrophage 1
Hepatocyte 3--IgG+ B cell,hetero,112,218.848,-0.960183635492511,1,0,1,0,-2.88055090647753,131,56784_c,AIH,Hepatocyte 3,IgG+ B cell
CD8+ T cell 1--IgG+ B cell,hetero,775,1513.178,-0.964406254550634,1,0,1,0,-2.8932187636519,132,56784_c,AIH,CD8+ T cell 1,IgG+ B cell
CD4+ T cell--Sinusoidal endothelial cell,hetero,220,465.419,-1.07758018960665,1,0,1,0,-3.23274056881995,133,56784_c,AIH,CD4+ T cell,Sinusoidal endothelial cell
CD8+ T cell 3--IgG+ B cell,hetero,69,147.727,-1.08723975182826,1,0,1,0,-3.26171925548477,134,56784_c,AIH,CD8+ T cell 3,IgG+ B cell
Sinusoidal endothelial cell--Vascular endothelial cell,hetero,83,187.32,-1.16472499248496,1,0,1,0,-3.49417497745488,135,56784_c,AIH,Sinusoidal endothelial cell,Vascular endothelial cell
Cholangiocyte--Macrophage 1,hetero,529,1320.422,-1.31802700428159,1,0,1,0,-3.95408101284476,136,56784_c,AIH,Cholangiocyte,Macrophage 1
Ig+ hepatocyte--IgM+ B cell,hetero,23,62.558,-1.40503932181867,1,0,1,0,-4.21511796545601,137,56784_c,AIH,Ig+ hepatocyte,IgM+ B cell
CD4+ T cell--CD8+ T cell 2,hetero,137,364.577,-1.40550704018212,1,0,1,0,-4.21652112054637,138,56784_c,AIH,CD4+ T cell,CD8+ T cell 2
Macrophage 1--Vascular endothelial cell,hetero,263,698.803,-1.40641091972659,1,0,1,0,-4.21923275917978,139,56784_c,AIH,Macrophage 1,Vascular endothelial cell
IgM+ B cell--Sinusoidal endothelial cell,hetero,79,211.665,-1.41051071172458,1,0,1,0,-4.23153213517374,140,56784_c,AIH,IgM+ B cell,Sinusoidal endothelial cell
CD8+ T cell 2--Cholangiocyte,hetero,102,277.012,-1.43250281880235,1,0,1,0,-4.29750845640706,141,56784_c,AIH,CD8+ T cell 2,Cholangiocyte
Cholangiocyte--Sinusoidal endothelial cell,hetero,129,353.572,-1.44756699009487,1,0,1,0,-4.3427009702846,142,56784_c,AIH,Cholangiocyte,Sinusoidal endothelial cell
Hepatocyte 3--Vascular endothelial cell,hetero,39,111.835,-1.49614273792787,1,0,1,0,-4.4884282137836,143,56784_c,AIH,Hepatocyte 3,Vascular endothelial cell
Cholangiocyte--Hepatocyte 1,hetero,732,2101.793,-1.52042173396268,1,0,1,0,-4.56126520188804,144,56784_c,AIH,Cholangiocyte,Hepatocyte 1
CD4+ T cell--Hepatocyte 3,hetero,96,277.625,-1.52226805907262,1,0,1,0,-4.56680417721787,145,56784_c,AIH,CD4+ T cell,Hepatocyte 3
Hepatocyte 3--IgM+ B cell,hetero,40,125.858,-1.62951868758095,1,0,1,0,-4.88855606274286,146,56784_c,AIH,Hepatocyte 3,IgM+ B cell
IgG+ B cell--Macrophage 1,hetero,433,1369.46,-1.65889327265142,1,0,1,0,-4.97667981795426,147,56784_c,AIH,IgG+ B cell,Macrophage 1
Cholangiocyte--Hepatocyte 2,hetero,252,839.66,-1.73238504398681,1,0,1,0,-5.19715513196043,148,56784_c,AIH,Cholangiocyte,Hepatocyte 2
CD4+ T cell--Hepatocyte 1,hetero,824,2759.061,-1.74223412783127,1,0,1,0,-5.2267023834938,149,56784_c,AIH,CD4+ T cell,Hepatocyte 1
CD8+ T cell 2--IgM+ B cell,hetero,48,164.876,-1.75925150871206,1,0,1,0,-5.27775452613618,150,56784_c,AIH,CD8+ T cell 2,IgM+ B cell
IgG+ plasmablast / plasma cell--Sinusoidal endothelial cell,hetero,136,479.864,-1.81145302935644,1,0,1,0,-5.43435908806933,151,56784_c,AIH,IgG+ plasmablast / plasma cell,Sinusoidal endothelial cell
CD4+ T cell--Hepatocyte 4,hetero,120,456.608,-1.91910522633724,1,0,1,0,-5.75731567901171,152,56784_c,AIH,CD4+ T cell,Hepatocyte 4
Hepatocyte 1--IgG+ plasmablast / plasma cell,hetero,732,2845.795,-1.95745350371741,1,0,1,0,-5.87236051115222,153,56784_c,AIH,Hepatocyte 1,IgG+ plasmablast / plasma cell
Cholangiocyte--Hepatocyte 4,hetero,88,347.275,-1.9683496754008,1,0,1,0,-5.9050490262024,154,56784_c,AIH,Cholangiocyte,Hepatocyte 4
Hepatocyte 3--IgG+ plasmablast / plasma cell,hetero,65,285.418,-2.11758423234358,1,0,1,0,-6.35275269703075,155,56784_c,AIH,Hepatocyte 3,IgG+ plasmablast / plasma cell
CD4+ T cell--Hepatocyte 2,hetero,254,1106.195,-2.1183401808151,1,0,1,0,-6.35502054244529,156,56784_c,AIH,CD4+ T cell,Hepatocyte 2
IgG+ B cell--Sinusoidal endothelial cell,hetero,75,367.56,-2.2778281793859,1,0,1,0,-6.8334845381577,157,56784_c,AIH,IgG+ B cell,Sinusoidal endothelial cell
